id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,city,country,state,zip
6973998,https://www.boattrader.com/listing/2019-pathfinder-2005-trs-103499531/,power,power-center,Pathfinder,2005 TRS,2019,new,20,8.08,2421,2019-01-31T08:12:43.000Z,fiberglass,gasoline,1,150,2019,2019,outboard,,Naples,US,FL,34104
7077165,https://www.boattrader.com/listing/2016-tahoe-500-ts-103575618/,power,power-bowrider,Tahoe,500 TS,2016,used,19.83,7.83,2963,2019-05-09T07:32:04.000Z,fiberglass,gasoline,1,220,,,inboard-outboard,28900,Counce,US,TN,38326
6935365,https://www.boattrader.com/listing/2019-nauticstar-215-xts-103472378/,power,power-bay,NauticStar,215 XTS,2019,new,21,8.5,,2018-12-12T10:34:47.000Z,fiberglass,gasoline,1,150,,,outboard,,Conroe,US,TX,77301
7075298,https://www.boattrader.com/listing/2019-mastercraft-nxt-22-103574283/,power,power-skiwake,Mastercraft,NXT 22,2019,new,22,7.5,,2019-05-07T15:20:25.000Z,fiberglass,gasoline,0,,,,,,Norman,US,OK,73071
7077230,https://www.boattrader.com/listing/2011-yamaha-waverunner-fx-sho-set-103575656/,power,power-pwc,Yamaha WaveRunner,FX Sho Set,2011,used,11,8.5,,2019-05-09T08:02:54.000Z,fiberglass,gasoline,0,,,,,18500,Counce,US,TN,38326
6549904,https://www.boattrader.com/listing/1998-carver-400-cockpit-motor-yacht-103204375/,power,power-motor,Carver,400 Cockpit Motor Yacht,1998,used,40,13.25,24300,2017-12-02T11:40:59.000Z,fiberglass,gasoline,2,660,1998,1998,inboard,69900,Milwaukee,US,WI,53204
6071386,https://www.boattrader.com/listing/2019-sportsman-heritage-251-102933081/,power,power-center,Sportsman,Heritage 251,2019,new,25,9.17,4100,2017-01-16T07:20:14.000Z,composite,gasoline,1,0,,,outboard,,Charleston,US,SC,29414
4915983,https://www.boattrader.com/listing/2015-manitou-25-ses-102414827/,power,power-pontoon,Manitou,25 SES,2015,new,25.83,8.5,3305,2015-01-15T11:58:43.000Z,aluminum,gasoline,1,150,2017,2017,outboard-4s,44995,Lincoln,US,NE,68504
6669242,https://www.boattrader.com/listing/2001-robalo-2640-walkaround-103288505/,power,power-walk,Robalo,2640 Walkaround,2001,used,26,8.92,6200,2018-04-04T04:25:47.000Z,fiberglass,gasoline,1,250,2007,2007,outboard,49900,W. Nottingham,US,NH,03291
7066532,https://www.boattrader.com/listing/2017-starcraft-ex-20-c-with-trailer-103566323/,power,power-pontoon,Starcraft,EX 20 C with Trailer,2017,used,23,8,,2019-04-29T15:21:47.000Z,aluminum,gasoline,1,50,,,outboard,27995,Traverse City,US,MI,49685
6702640,https://www.boattrader.com/listing/2010-sea-ray-450-sundancer-103311536/,power,power-motor,Sea Ray,450 Sundancer,2010,used,45,13.17,27205,2018-05-04T12:53:34.000Z,fiberglass,diesel,2,960,,,inboard,425000,Cape Coral,US,FL,33914
6929196,https://www.boattrader.com/listing/2019-mako-pro-skiff-15-cc-103469252/,power,power-skiff,Mako,Pro Skiff 15 CC,2019,new,15.17,6.5,1140,2018-12-06T06:17:37.000Z,fiberglass,,1,60,,,outboard,17770,Auburn,US,NY,13022
6976890,https://www.boattrader.com/listing/2019-mako-19-cpx-103501467/,power,power-bay,Mako,19 CPX,2019,new,18.83,7.75,1900,2019-02-04T06:18:22.000Z,fiberglass,,1,150,,,outboard,39305,Auburn,US,NY,13022
