id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,city,country,state,zip
6904229,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103454597/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-11-08T07:22:05.000Z,aluminum,,1,115,,,outboard-4s,San Antonio,US,TX,78257
6925313,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103466734/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-12-01T06:17:35.000Z,aluminum,,1,0,,,outboard,San Antonio,US,TX,78257
6866801,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103429917/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-05T12:20:10.000Z,aluminum,,1,40,,,outboard,Garland,US,TX,75043
6881851,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103440737/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-19T12:17:32.000Z,aluminum,,1,40,,,outboard,Garland,US,TX,75043
6904198,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-sportsman-103454540/,power,power-jon,Tracker,Grizzly 2072 CC Sportsman,2019,new,21.42,8.5,1930,2018-11-08T07:21:59.000Z,aluminum,,1,150,,,outboard-4s,Garland,US,TX,75043
6904274,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-sportsman-103454552/,power,power-jon,Tracker,Grizzly 2072 CC Sportsman,2019,new,21.42,8.5,1930,2018-11-08T07:22:11.000Z,aluminum,,1,115,,,outboard-4s,Garland,US,TX,75043
6866834,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103429953/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-05T12:20:17.000Z,aluminum,,1,50,,,outboard,Rancho Cucamonga,US,CA,91730
6897199,https://www.boattrader.com/listing/2019-nitro-z19-103450490/,power,power-bass,Nitro,Z19,2019,new,19.33,7.83,1850,2018-11-01T12:17:08.000Z,fiberglass,gasoline,1,200,,,outboard,Rancho Cucamonga,US,CA,91730
6798926,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103380224/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-08-07T12:15:21.000Z,aluminum,,1,150,,,outboard,Olathe,US,KS,66061
6820469,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103396500/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-08-25T12:15:06.000Z,aluminum,,1,150,,,outboard,Olathe,US,KS,66061
6880390,https://www.boattrader.com/listing/2019-nitro-z19-103439731/,power,power-bass,Nitro,Z19,2019,new,19.33,7.83,1850,2018-10-18T12:17:05.000Z,fiberglass,gasoline,1,200,,,outboard,Olathe,US,KS,66061
6866341,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103429473/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-05T12:18:30.000Z,aluminum,,1,60,,,outboard,Olathe,US,KS,66061
6889938,https://www.boattrader.com/listing/2019-tracker-grizzly-1548-t-sportsman-103445603/,power,power-jon,Tracker,Grizzly 1548 T Sportsman,2019,new,16.33,6,655,2018-10-25T12:17:26.000Z,aluminum,,1,25,,,outboard,Olathe,US,KS,66061
6904243,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-sportsman-103454585/,power,power-jon,Tracker,Grizzly 1860 CC Sportsman,2019,new,19.5,7,1440,2018-11-08T07:22:07.000Z,aluminum,,1,60,,,outboard,Olathe,US,KS,66061
6932945,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103470845/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-12-10T06:18:09.000Z,aluminum,,1,115,,,outboard-4s,Foxborough,US,MA,02035
6866576,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-sportsman-103429687/,power,power-jon,Tracker,Grizzly 1860 CC Sportsman,2019,new,19.5,7,1440,2018-10-05T12:19:22.000Z,aluminum,,1,90,,,outboard,Prattville,US,AL,36066
6874404,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103435039/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-10-12T12:17:06.000Z,aluminum,,1,150,,,outboard,Prattville,US,AL,36066
6883076,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103441722/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-20T12:16:28.000Z,aluminum,,1,60,,,outboard,Prattville,US,AL,36066
6898374,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103451281/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-11-02T12:17:12.000Z,aluminum,,1,150,,,outboard,Prattville,US,AL,36066
6889884,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-jon-103445531/,power,power-jon,Tracker,Grizzly 1860 Jon,2019,new,18.08,7,794,2018-10-25T12:17:20.000Z,aluminum,,1,0,,,outboard,Prattville,US,AL,36066
6943162,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103478260/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-12-21T12:16:53.000Z,aluminum,,1,0,,,outboard,Prattville,US,AL,36066
6810866,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103389159/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-08-16T12:15:44.000Z,aluminum,,1,150,,,outboard,Miami,US,FL,33172
6840877,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103412169/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-09-12T12:15:42.000Z,aluminum,,1,150,,,outboard,Miami,US,FL,33172
6900931,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103452956/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-11-06T07:13:27.000Z,aluminum,,1,150,,,outboard,Miami,US,FL,33172
6904188,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-xp3-103454506/,power,power-pontoon,Sun Tracker,Party Barge 24 XP3,2019,new,26.17,8.5,3195,2018-11-08T07:21:58.000Z,aluminum,,1,150,,,outboard,Miami,US,FL,33172
6802098,https://www.boattrader.com/listing/2019-tracker-grizzly-1448-jon-103382977/,power,power-jon,Tracker,Grizzly 1448 Jon,2019,new,14,6,562,2018-08-08T12:21:23.000Z,aluminum,,1,0,,,outboard,Independence,US,MO,64055
6829850,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103402870/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-09-03T12:15:40.000Z,aluminum,,1,150,,,outboard,Independence,US,MO,64055
6852494,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-xp3-103420024/,power,power-pontoon,Sun Tracker,Party Barge 24 XP3,2019,new,26.17,8.5,3195,2018-09-22T12:15:29.000Z,aluminum,,1,150,,,outboard,Independence,US,MO,64055
6918662,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103462460/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-11-23T06:16:33.000Z,aluminum,,1,40,,,outboard,Independence,US,MO,64055
6943755,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103478725/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-12-22T12:17:01.000Z,aluminum,,1,0,,,outboard,Independence,US,MO,64055
6876440,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-jon-103436935/,power,power-jon,Tracker,Grizzly 1860 Jon,2019,new,18.08,7,794,2018-10-15T12:16:40.000Z,aluminum,,1,0,,,outboard,Richland Center,US,WI,53581
6913317,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103459328/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-11-16T12:18:07.000Z,aluminum,,1,115,,,outboard,Richland Center,US,WI,53581
6876489,https://www.boattrader.com/listing/2019-tracker-grizzly-1448-jon-103436948/,power,power-jon,Tracker,Grizzly 1448 Jon,2019,new,14,6,562,2018-10-15T12:16:46.000Z,aluminum,,1,0,,,outboard,Richland Center,US,WI,53581
6866421,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103429606/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-05T12:18:48.000Z,aluminum,,1,60,,,outboard,Bolingbrook,US,IL,60440
6866437,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103429564/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-10-05T12:18:52.000Z,aluminum,,1,150,,,outboard-4s,Bolingbrook,US,IL,60440
6866803,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-103429915/,power,power-jon,Tracker,Grizzly 1860 CC,2019,new,19.17,7,1020,2018-10-05T12:20:10.000Z,aluminum,,1,90,,,outboard,Bolingbrook,US,IL,60440
6867170,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-sportsman-103430251/,power,power-jon,Tracker,Grizzly 1860 CC Sportsman,2019,new,19.5,7,1440,2018-10-05T12:21:32.000Z,aluminum,,1,90,,,outboard,Bolingbrook,US,IL,60440
6900923,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103452936/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-11-06T07:13:27.000Z,aluminum,,1,150,,,outboard,Bolingbrook,US,IL,60440
6938580,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103474573/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-12-15T06:17:19.000Z,aluminum,,1,150,,,outboard,Bolingbrook,US,IL,60440
6890003,https://www.boattrader.com/listing/2019-tracker-grizzly-1448-jon-103445612/,power,power-jon,Tracker,Grizzly 1448 Jon,2019,new,14,6,562,2018-10-25T12:17:33.000Z,aluminum,,1,0,,,outboard,Lake Charles,US,LA,70607
6866277,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-sportsman-103429414/,power,power-jon,Tracker,Grizzly 2072 CC Sportsman,2019,new,21.42,8.5,1930,2018-10-05T12:18:15.000Z,aluminum,,1,115,,,outboard-4s,Plattsburgh,US,NY,12901
6866853,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103430007/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-05T12:20:21.000Z,aluminum,,1,40,,,outboard,Manteca,US,CA,95337
6866767,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103429884/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-10-05T12:20:02.000Z,aluminum,,1,0,,,outboard,Manteca,US,CA,95337
6892333,https://www.boattrader.com/listing/2019-tracker-grizzly-1548-t-sportsman-103447270/,power,power-jon,Tracker,Grizzly 1548 T Sportsman,2019,new,16.33,6,655,2018-10-27T12:18:19.000Z,aluminum,,1,25,,,outboard,Manteca,US,CA,95337
6940894,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103476646/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-12-19T06:18:21.000Z,aluminum,,1,115,,,outboard-4s,Manteca,US,CA,95337
6850234,https://www.boattrader.com/listing/2019-nitro-z19-103418578/,power,power-bass,Nitro,Z19,2019,new,19.33,7.83,1850,2018-09-20T12:16:52.000Z,fiberglass,gasoline,1,200,,,outboard,Ponca City,US,OK,74604
6889965,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103445631/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-10-25T12:17:30.000Z,aluminum,,1,150,,,outboard,Holladay,US,TN,38341
6932934,https://www.boattrader.com/listing/2019-nitro-z20-pro-103470875/,power,power-bass,Nitro,Z20 Pro,2019,new,20.17,8,2000,2018-12-10T06:18:07.000Z,fiberglass,gasoline,1,250,,,outboard,Rice Lake,US,WI,54868
6799748,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103381006/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-08-07T12:16:10.000Z,aluminum,,1,150,,,outboard,Layton,US,UT,84041
6846138,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103415658/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-09-17T12:16:15.000Z,aluminum,,1,150,,,outboard,Perry,US,GA,31069
6799645,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103380949/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-08-07T12:16:04.000Z,aluminum,,1,115,,,outboard,Perry,US,GA,31069
6915064,https://www.boattrader.com/listing/2019-nitro-z19-103460272/,power,power-bass,Nitro,Z19,2019,new,19.33,7.83,1850,2018-11-19T12:16:37.000Z,fiberglass,gasoline,1,200,,,outboard,Norwich,US,CT,06360
6857975,https://www.boattrader.com/listing/2019-nitro-z19-pro-103423824/,power,power-bass,Nitro,Z19 Pro,2019,new,19.33,7.83,1850,2018-09-27T12:16:58.000Z,fiberglass,gasoline,1,200,,,outboard,Columbus,US,MS,39702
6867065,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103430128/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-05T12:21:09.000Z,aluminum,,1,60,,,outboard,Evans,US,GA,30809
6866561,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-jon-103429672/,power,power-jon,Tracker,Grizzly 1860 Jon,2019,new,18.08,7,794,2018-10-05T12:19:19.000Z,aluminum,,1,0,,,outboard,Forest Lake,US,MN,55025
6866925,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-jon-103430048/,power,power-jon,Tracker,Grizzly 1648 Jon,2019,new,16.08,6,587,2018-10-05T12:20:37.000Z,aluminum,,1,0,,,outboard,Forest Lake,US,MN,55025
6884352,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103442552/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-22T12:17:37.000Z,aluminum,,1,60,,,outboard,Forest Lake,US,MN,55025
6934959,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103472154/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-12-12T06:17:02.000Z,aluminum,,1,115,,,outboard,South Windsor,US,CT,06074
6867060,https://www.boattrader.com/listing/2019-tracker-grizzly-1654-t-sportsman-103430139/,power,power-jon,Tracker,Grizzly 1654 T Sportsman,2019,new,17.33,6.5,744,2018-10-05T12:21:09.000Z,aluminum,,1,40,,,outboard-4s,Harlingen,US,TX,78550
6867105,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103430229/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-10-05T12:21:17.000Z,aluminum,,1,115,,,outboard-4s,Harlingen,US,TX,78550
6872913,https://www.boattrader.com/listing/2019-tracker-grizzly-1448-jon-103433923/,power,power-jon,Tracker,Grizzly 1448 Jon,2019,new,14,6,562,2018-10-11T12:17:22.000Z,aluminum,,1,0,,,outboard,Harlingen,US,TX,78550
6905946,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-103455508/,power,power-jon,Tracker,Grizzly 1860 CC,2019,new,19.17,7,1020,2018-11-09T10:37:46.000Z,aluminum,,1,90,,,outboard,Harlingen,US,TX,78550
6912090,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103458542/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-11-15T12:18:13.000Z,aluminum,,1,150,,,outboard,Harlingen,US,TX,78550
6872760,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-103433769/,power,power-jon,Tracker,Grizzly 1860 CC,2019,new,19.17,7,1020,2018-10-11T12:17:03.000Z,aluminum,,1,60,,,outboard,Harlingen,US,TX,78550
6872878,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103433858/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-10-11T12:17:17.000Z,aluminum,,1,0,,,outboard,Harlingen,US,TX,78550
6876443,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103436934/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-15T12:16:40.000Z,aluminum,,1,40,,,outboard,Harlingen,US,TX,78550
6899184,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-sportsman-103451804/,power,power-jon,Tracker,Grizzly 2072 CC Sportsman,2019,new,21.42,8.5,1930,2018-11-03T12:16:22.000Z,aluminum,,1,150,,,outboard-4s,Harlingen,US,TX,78550
6943702,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103478706/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-12-22T12:16:52.000Z,aluminum,,1,150,,,outboard,Harlingen,US,TX,78550
6866745,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103429848/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-10-05T12:19:58.000Z,aluminum,,1,0,,,outboard,Millsboro,US,DE,19966
6887400,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103444621/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-24T12:16:45.000Z,aluminum,,1,40,,,outboard,Millsboro,US,DE,19966
6906971,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103456164/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-11-10T12:16:37.000Z,aluminum,,1,150,,,outboard,Madera,US,CA,93636
6799507,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103380822/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-08-07T12:15:56.000Z,aluminum,,1,150,,,outboard,Tallahassee,US,FL,32317
6848767,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103417608/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-09-19T12:15:29.000Z,aluminum,,1,150,,,outboard,Tallahassee,US,FL,32317
6866935,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103430028/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-10-05T12:20:39.000Z,aluminum,,1,0,,,outboard,Tallahassee,US,FL,32317
6799125,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103380410/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-08-07T12:15:33.000Z,aluminum,,1,150,,,outboard,Utica,US,NY,13502
6826259,https://www.boattrader.com/listing/2019-nitro-z19-pro-103400303/,power,power-bass,Nitro,Z19 Pro,2019,new,19.33,7.83,1850,2018-08-30T12:16:08.000Z,fiberglass,gasoline,1,200,,,outboard,Utica,US,NY,13502
6866356,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-jon-103429457/,power,power-jon,Tracker,Grizzly 1860 Jon,2019,new,18.08,7,794,2018-10-05T12:18:34.000Z,aluminum,,1,0,,,outboard,Utica,US,NY,13502
6889912,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103445562/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-25T12:17:23.000Z,aluminum,,1,40,,,outboard,Colorado Springs,US,CO,80921
6881752,https://www.boattrader.com/listing/2019-tracker-grizzly-1448-jon-103440684/,power,power-jon,Tracker,Grizzly 1448 Jon,2019,new,14,6,562,2018-10-19T12:17:21.000Z,aluminum,,1,0,,,outboard,Colorado Springs,US,CO,80921
6898388,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103451267/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-11-02T12:17:14.000Z,aluminum,,1,150,,,outboard,Palm Bay,US,FL,32905
6848832,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103417658/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-09-19T12:15:35.000Z,aluminum,,1,115,,,outboard,Palm Bay,US,FL,32905
6861096,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103426037/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-10-01T12:16:45.000Z,aluminum,,1,150,,,outboard,Palm Bay,US,FL,32905
6904220,https://www.boattrader.com/listing/2019-tracker-grizzly-1654-t-sportsman-103454547/,power,power-jon,Tracker,Grizzly 1654 T Sportsman,2019,new,17.33,6.5,744,2018-11-08T07:22:04.000Z,aluminum,,1,40,,,outboard-4s,Palm Bay,US,FL,32905
6799746,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103380999/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-08-07T12:16:10.000Z,aluminum,,1,150,,,outboard,Cary,US,NC,27513
6891419,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103446626/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-26T12:16:52.000Z,aluminum,,1,40,,,outboard,Cary,US,NC,27513
6915092,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-sportsman-103460250/,power,power-jon,Tracker,Grizzly 2072 CC Sportsman,2019,new,21.42,8.5,1930,2018-11-19T12:16:41.000Z,aluminum,,1,115,,,outboard-4s,Cary,US,NC,27513
6880411,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103439712/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-10-18T12:17:07.000Z,aluminum,,1,150,,,outboard,ROCK HILL,US,SC,29732
6866407,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103429523/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-05T12:18:45.000Z,aluminum,,1,40,,,outboard,ROCK HILL,US,SC,29732
6906974,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103456172/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-11-10T12:16:37.000Z,aluminum,,1,150,,,outboard,,US,MT,59101
6880341,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103439652/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-18T12:16:58.000Z,aluminum,,1,60,,,outboard,Waco,US,TX,76710
6866775,https://www.boattrader.com/listing/2019-tracker-grizzly-1860-cc-103429860/,power,power-jon,Tracker,Grizzly 1860 CC,2019,new,19.17,7,1020,2018-10-05T12:20:05.000Z,aluminum,,1,90,,,outboard,Waco,US,TX,76710
6893425,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103448037/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-10-29T12:16:52.000Z,aluminum,,1,150,,,outboard-4s,Waco,US,TX,76710
6867149,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103430209/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-10-05T12:21:26.000Z,aluminum,,1,0,,,outboard,Anchorage,US,AK,99508
6866822,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103429908/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-05T12:20:15.000Z,aluminum,,1,25,,,outboard,New Haven,US,IN,46774
6834109,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103407541/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-09-06T12:15:39.000Z,aluminum,,1,115,,,outboard,Bristol,US,TN,37621
6866889,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-jon-103430001/,power,power-jon,Tracker,Grizzly 1754 Jon,2019,new,17.08,6.5,670,2018-10-05T12:20:29.000Z,aluminum,,1,0,,,outboard,Bristol,US,TN,37621
6896011,https://www.boattrader.com/listing/2019-tracker-grizzly-1754-sc-103449720/,power,power-jon,Tracker,Grizzly 1754 SC,2019,new,17.08,6.5,882,2018-10-31T12:17:15.000Z,aluminum,,1,40,,,outboard,Bristol,US,TN,37621
6880370,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103439675/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-10-18T12:17:02.000Z,aluminum,,1,150,,,outboard,Bristol,US,TN,37621
6799195,https://www.boattrader.com/listing/2019-sun-tracker-party-barge-24-dlx-103380545/,power,power-pontoon,Sun Tracker,Party Barge 24 DLX,2019,new,26.17,8.5,2200,2018-08-07T12:15:37.000Z,aluminum,,1,150,,,outboard,Tacoma,US,WA,98408
6799826,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-24-dlx-103381134/,power,power-pontoon,Sun Tracker,"Fishin' Barge 24 DLX",2019,new,26.17,8.5,2095,2018-08-07T12:16:15.000Z,aluminum,,1,150,,,outboard,Tacoma,US,WA,98408
6866593,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103429694/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-10-05T12:19:27.000Z,aluminum,,1,115,,,outboard-4s,Tacoma,US,WA,98408
6898407,https://www.boattrader.com/listing/2019-tracker-pro-team-195-txw-103451332/,power,power-bass,Tracker,Pro Team 195 TXW,2019,new,18.58,8.17,1302,2018-11-02T12:17:17.000Z,aluminum,,1,150,,,outboard,Tacoma,US,WA,98408
6937639,https://www.boattrader.com/listing/2019-tracker-grizzly-1448-jon-103473896/,power,power-jon,Tracker,Grizzly 1448 Jon,2019,new,14,6,562,2018-12-14T06:17:33.000Z,aluminum,,1,0,,,outboard,Redding,US,CA,96003
6883082,https://www.boattrader.com/listing/2019-tracker-grizzly-1648-sc-103441719/,power,power-jon,Tracker,Grizzly 1648 SC,2019,new,16.08,6,715,2018-10-20T12:16:29.000Z,aluminum,,1,40,,,outboard,Redding,US,CA,96003
6835652,https://www.boattrader.com/listing/2019-sun-tracker-fishin-barge-22-xp3-103408621/,power,power-pontoon,Sun Tracker,"Fishin' Barge 22 XP3",2019,new,24.17,8.5,2680,2018-09-07T12:15:54.000Z,aluminum,,1,115,,,outboard,Atlantic City,US,NJ,08401
6866298,https://www.boattrader.com/listing/2019-tracker-grizzly-2072-cc-103429429/,power,power-jon,Tracker,Grizzly 2072 CC,2019,new,21.42,8.25,1388,2018-10-05T12:18:20.000Z,aluminum,,1,115,,,outboard-4s,Atlantic City,US,NJ,08401
