id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,city,country,state
7052846,https://www.boattrader.com/listing/2019-starcraft-ex-fish-ex-22-fd-103556180/,power,power-pontoon,Starcraft,EX Fish EX 22 FD,2019,new,22,8.5,,2019-04-17T15:16:01.000Z,fiberglass,other,1,0,,,,29431,Antioch,US,IL
7052768,https://www.boattrader.com/listing/1994-rinker-280-fiesta-vee-103556086/,power,power-cruiser,Rinker,280 Fiesta Vee,1994,used,28,10,,2019-04-17T15:14:03.000Z,fiberglass,other,2,0,,,,14999,Winthrop Harbor,US,IL
7216673,https://www.boattrader.com/listing/1992-four-winns-200horizon-103675563/,power,power-bowrider,Four Winns,200HORIZON,1992,used,20,8.08,,2019-09-13T04:02:54.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,5995,Bay City,US,MI
7152326,https://www.boattrader.com/listing/2005-gekko-20gts-103627915/,power,power-skiwake,Gekko,20GTS,2005,used,20,,,2019-07-19T04:02:31.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,10500,Waterford,US,MI
7152330,https://www.boattrader.com/listing/2014-harris-220-cx-cw-103627918/,power,power-pontoon,Harris,220 CX/CW,2014,used,22,,,2019-07-19T04:04:22.000Z,aluminum,other,1,0,,,,22995,Pewaukee,US,WI
7146186,https://www.boattrader.com/listing/1986-carver-3207aftcabin-103623635/,power,power-aft,Carver,3207AFTCABIN,1986,used,32,,,2019-07-12T13:17:03.000Z,fiberglass,other,2,0,,,,21995,Pewaukee,US,WI
7220402,https://www.boattrader.com/listing/2008-bayliner-265sb-103678323/,power,power-other,Bayliner,265SB,2008,used,27,,,2019-09-17T04:04:34.000Z,fiberglass,other,1,0,,,,31900,Winthrop Harbor,US,IL
7053758,https://www.boattrader.com/listing/2019-cruisers-yachts-298br-103557024/,power,power-bowrider,Cruisers Yachts,298BR,2019,new,29,,,2019-04-17T15:57:00.000Z,fiberglass,other,1,0,,,,138761,Sturgeon Bay,US,WI
7123559,https://www.boattrader.com/listing/2009-regal-4460commodore-103608213/,power,power-motor,Regal,4460COMMODORE,2009,used,44,,,2019-06-21T11:35:35.000Z,fiberglass,other,2,0,,,,269995,Winthrop Harbor,US,IL
7053134,https://www.boattrader.com/listing/1977-hatteras-58-motoryacht-103556374/,power,power-motor,Hatteras,58 Motoryacht,1977,used,58,,,2019-04-17T15:20:15.000Z,fiberglass,diesel,2,0,,,inboard,299000,Harrison Township,US,MI
7059998,https://www.boattrader.com/listing/2019-scarab-scarab-195-open-195-open-id-103561455/,power,power-bowrider,Scarab,SCARAB 195 OPEN 195 OPEN ID,2019,new,19,8,2733.73,2019-04-23T14:39:17.000Z,fiberglass,other,1,0,,,,49882,Volo,US,IL
7187957,https://www.boattrader.com/listing/2018-mastercraft-xt-series-xt25-103654413/,power,power-skiwake,Mastercraft,XT Series XT25,2018,new,25,8.5,5200,2019-08-20T04:03:39.000Z,fiberglass,gasoline,1,0,,,,157065,Antioch,US,IL
7053779,https://www.boattrader.com/listing/2003-formula-37pc-103556991/,power,power-expresscruiser,Formula,37PC,2003,used,37,,,2019-04-17T15:57:01.000Z,fiberglass,other,2,0,,,,109995,Sturgeon Bay,US,WI
7053833,https://www.boattrader.com/listing/2019-scarab-scarab-165-165-g-103557079/,power,power-bowrider,Scarab,SCARAB 165 165 G,2019,new,16,7,1598.35,2019-04-17T16:03:06.000Z,fiberglass,gasoline,1,0,,,,22712,Bay City,US,MI
7146191,https://www.boattrader.com/listing/2008-starcraft-206-limited-103623627/,power,power-deck,Starcraft,206 Limited,2008,used,20,8.5,,2019-07-12T13:17:05.000Z,fiberglass,other,1,0,,,,10995,Pewaukee,US,WI
7053687,https://www.boattrader.com/listing/1987-chb-48-sea-master-103556963/,power,power-trawler,CHB,48 SEA MASTER,1987,used,48,15,,2019-04-17T15:55:55.000Z,fiberglass,other,2,0,,,,119995,Pewaukee,US,WI
7053624,https://www.boattrader.com/listing/2019-tige-zx-1-103556846/,power,power-skiwake,Tige,ZX 1,2019,new,21,102,,2019-04-17T15:55:54.000Z,fiberglass,other,1,0,,,,132056,Pewaukee,US,WI
7053164,https://www.boattrader.com/listing/2018-sylvan-m-series-m3-crs-103556407/,power,power-pontoon,Sylvan,M-Series M3 CRS,2018,new,24,8.5,,2019-04-17T15:25:20.000Z,aluminum,other,1,0,,,,87971,Waterford,US,MI
7146189,https://www.boattrader.com/listing/2018-tracker-bass-tracker-40-103623629/,power,power-sportfish,Tracker,BASS TRACKER 40,2018,used,17,6.42,,2019-07-12T13:17:04.000Z,fiberglass,gasoline,1,0,,,outboard,12995,Pewaukee,US,WI
7053705,https://www.boattrader.com/listing/2005-tiara-3200-open-103556873/,power,power-expresscruiser,Tiara,3200 Open,2005,used,32,,,2019-04-17T15:55:56.000Z,fiberglass,other,2,0,,,,159995,Pewaukee,US,WI
7244702,https://www.boattrader.com/listing/2015-wellcraft-252-coastal-103696520/,power,power-sportcruiser,Wellcraft,252 Coastal,2015,used,25,,,2019-10-09T04:01:06.000Z,fiberglass,other,3,0,,,,79995,Grand Haven,US,MI
7125462,https://www.boattrader.com/listing/2001-crownline-230-ccr-103609551/,power,power-cuddy,Crownline,230 CCR,2001,used,23,8.5,,2019-06-24T08:37:12.000Z,fiberglass,other,1,0,,,,16900,Sturgeon Bay,US,WI
7244708,https://www.boattrader.com/listing/2004-four-winns-194fs-103696515/,power,power-bowrider,Four Winns,194FS,2004,used,19,,,2019-10-09T04:02:19.000Z,fiberglass,other,1,0,,,,17995,Pewaukee,US,WI
7053770,https://www.boattrader.com/listing/1986-carver-2827-voyager-103556983/,power,power-motor,Carver,2827 Voyager,1986,used,28,11.08,,2019-04-17T15:57:00.000Z,fiberglass,other,2,0,,,,18995,Sturgeon Bay,US,WI
7053128,https://www.boattrader.com/listing/1987-trojan-11-meter-intl-103556361/,power,power-sportfish,Trojan,11 METER INTL,1987,used,38,14,,2019-04-17T15:20:14.000Z,fiberglass,other,2,0,,,,34900,Harrison Township,US,MI
7177445,https://www.boattrader.com/listing/2005-chaparral-310-signature-103647035/,power,power-expresscruiser,Chaparral,310 Signature,2005,used,31,,,2019-08-09T04:04:01.000Z,fiberglass,other,2,0,,,,79900,Winthrop Harbor,US,IL
7230633,https://www.boattrader.com/listing/2013-cruisers-yachts-cantius-45-cantius-103685298/,power,power-expresscruiser,Cruisers Yachts,CANTIUS 45 CANTIUS,2013,used,45,,,2019-09-26T04:02:11.000Z,fiberglass,other,2,0,,,,569995,Pewaukee,US,WI
7052855,https://www.boattrader.com/listing/2019-sylvan-mirage-fish-8520-cruise-n-fish-103556188/,power,power-pontoon,Sylvan,Mirage Fish 8520 Cruise-n-Fish,2019,new,20,8.5,,2019-04-17T15:16:01.000Z,fiberglass,gasoline,1,0,,,outboard,23713,Antioch,US,IL
7196280,https://www.boattrader.com/listing/2008-sea-ray-330-sundancer-103660088/,power,power-expresscruiser,Sea Ray,330 Sundancer,2008,used,33,,,2019-08-27T04:03:00.000Z,fiberglass,gasoline,2,0,,,inboard-outboard,129000,Pewaukee,US,WI
7218377,https://www.boattrader.com/listing/1997-lund-1775-pro-v-se-103676936/,power,power-sportfish,Lund,1775 Pro-V SE,1997,used,17,,,2019-09-14T04:03:50.000Z,fiberglass,gasoline,1,0,,,outboard,9900,Antioch,US,IL
7233369,https://www.boattrader.com/listing/2015-starcraft-236stardeckslg-103687240/,power,power-pontoon,Starcraft,236STARDECKSLG,2015,new,23,,,2019-09-28T04:02:10.000Z,fiberglass,other,1,0,,,,17995,Pewaukee,US,WI
7219082,https://www.boattrader.com/listing/2006-sea-ray-260-sundancer-103677475/,power,power-expresscruiser,Sea Ray,260 Sundancer,2006,used,26,8.5,,2019-09-15T04:04:38.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,46900,Volo,US,IL
7155426,https://www.boattrader.com/listing/2017-cruisers-yachts-48-cantius-103629901/,power,power-motor,Cruisers Yachts,48 Cantius,2017,used,48,,,2019-07-23T04:04:25.000Z,fiberglass,diesel,2,0,,,other,699999,Pewaukee,US,WI
7174857,https://www.boattrader.com/listing/1995-sea-ray-200-sig-select-103644498/,power,power-bowrider,Sea Ray,200 SIG SELECT,1995,used,21,8,,2019-08-07T04:04:37.000Z,fiberglass,other,1,0,,,,9995,Pewaukee,US,WI
7151183,https://www.boattrader.com/listing/2015-scarab-215-impulse-103627117/,power,power-jet,Scarab,215 Impulse,2015,used,21,,,2019-07-18T04:03:05.000Z,fiberglass,,0,,,,,45995,Bay City,US,MI
7252034,https://www.boattrader.com/listing/2020-mastercraft-x-series-x24-103701247/,power,power-skiwake,Mastercraft,X Series X24,2020,new,24,8.5,,2019-10-16T04:02:21.000Z,fiberglass,other,1,0,,,,195455,Pewaukee,US,WI
7052831,https://www.boattrader.com/listing/2019-glastron-bow-rider-gts-185-103556173/,power,power-bowrider,Glastron,Bow Rider GTS 185,2019,new,18,7.5,,2019-04-17T15:16:00.000Z,fiberglass,other,1,0,,,,38528,Antioch,US,IL
7200158,https://www.boattrader.com/listing/2017-sea-ray-350-sundancer-103663015/,power,power-expresscruiser,Sea Ray,350 Sundancer,2017,used,35,11.33,,2019-08-30T04:01:22.000Z,fiberglass,gasoline,2,0,,,inboard-outboard,349000,Grand Haven,US,MI
7197518,https://www.boattrader.com/listing/2014-avalon-catalina20-103660960/,power,power-pontoon,Avalon,CATALINA20,2014,used,20,,,2019-08-28T04:03:00.000Z,fiberglass,other,1,0,,,,18995,Pewaukee,US,WI
7053609,https://www.boattrader.com/listing/2019-barletta-e-20qc-103556812/,power,power-pontoon,Barletta,E 20QC,2019,new,20,9,,2019-04-17T15:55:53.000Z,fiberglass,other,1,0,,,,45258,Pewaukee,US,WI
7046324,https://www.boattrader.com/listing/1974-pearson-30-103550895/,power,power-motorsailer,Pearson,30,1974,used,30,9.5,,2019-04-11T11:11:23.000Z,fiberglass,other,1,0,,,,10500,Bay City,US,MI
7198862,https://www.boattrader.com/listing/1995-mastercraft-225-vrs-103662138/,power,power-skiwake,Mastercraft,225 VRS,1995,used,22,7.92,,2019-08-29T04:03:03.000Z,fiberglass,other,1,0,,,,11995,Pewaukee,US,WI
7072050,https://www.boattrader.com/listing/2003-sea-ray-460-sundancer-103571852/,power,power-expresscruiser,Sea Ray,460 Sundancer,2003,used,46,,,2019-05-03T14:20:54.000Z,fiberglass,other,2,0,,,,224900,Sturgeon Bay,US,WI
7155425,https://www.boattrader.com/listing/1987-carver-32-mariner-103629898/,power,power-motor,Carver,32 Mariner,1987,used,32,,,2019-07-23T04:03:42.000Z,fiberglass,other,2,0,,,,9995,Antioch,US,IL
7178652,https://www.boattrader.com/listing/2004-four-winns-328-vista-103647876/,power,power-expresscruiser,Four Winns,328 Vista,2004,used,32,,,2019-08-10T04:04:53.000Z,fiberglass,gasoline,2,0,,,inboard-outboard,74900,Sturgeon Bay,US,WI
7192637,https://www.boattrader.com/listing/2004-chaparral-190-ssi-103657348/,power,power-bowrider,Chaparral,190 SSi,2004,used,18,,,2019-08-23T04:01:49.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,12500,Volo,US,IL
7053816,https://www.boattrader.com/listing/2018-alumacraft-195trophybrs-103557093/,power,power-aluminum,Alumacraft,195TrophyBRS,2018,new,19,,,2019-04-17T16:03:05.000Z,aluminum,other,1,0,,,,51330,Pewaukee,US,WI
7118309,https://www.boattrader.com/listing/2014-four-winns-200-horizon-103604426/,power,power-bowrider,Four Winns,200 Horizon,2014,used,20,8.25,,2019-06-17T14:18:28.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,33995,Waterford,US,MI
7157897,https://www.boattrader.com/listing/2004-regal-3560commodore-103631581/,power,power-expresscruiser,Regal,3560COMMODORE,2004,used,35,,,2019-07-25T04:04:23.000Z,fiberglass,other,2,0,,,,109495,Pewaukee,US,WI
7176231,https://www.boattrader.com/listing/2020-scarab-195id-impulse-103646172/,power,power-bowrider,Scarab,195ID/Impulse,2020,new,19,8,,2019-08-08T04:04:53.000Z,fiberglass,gasoline,1,0,,,,53400,Pewaukee,US,WI
7060080,https://www.boattrader.com/listing/2019-sylvan-mirage-cruise-820-cruise-103561539/,power,power-pontoon,Sylvan,Mirage Cruise 820 Cruise,2019,new,20,8,,2019-04-23T14:40:22.000Z,fiberglass,gasoline,1,0,,,outboard,21163,Sturgeon Bay,US,WI
7053654,https://www.boattrader.com/listing/2019-starcraft-exs1tt-103556915/,power,power-pontoon,Starcraft,EXS1TT,2019,new,21,,,2019-04-17T15:55:54.000Z,fiberglass,other,1,0,,,,34471,Pewaukee,US,WI
7253357,https://www.boattrader.com/listing/2011-sea-ray-310-sundancer-103702100/,power,power-cruiser,Sea Ray,310 Sundancer,2011,used,31,10,,2019-10-17T04:02:00.000Z,fiberglass,gasoline,2,0,,,,105000,Winthrop Harbor,US,IL
7185687,https://www.boattrader.com/listing/2014-scout-245-sportfish-103652901/,power,power-sportfish,Scout,245 Sportfish,2014,used,24,8.5,,2019-08-17T04:02:16.000Z,fiberglass,gasoline,1,0,,,outboard,73900,Pewaukee,US,WI
7053720,https://www.boattrader.com/listing/1962-trojan-30-103556889/,power,power-motor,Trojan,30,1962,used,30,11,,2019-04-17T15:55:56.000Z,fiberglass,other,2,0,,,,17200,Pewaukee,US,WI
7181987,https://www.boattrader.com/listing/2020-glastron-225gt-103650333/,power,power-bowrider,Glastron,225GT,2020,new,22,8.33,,2019-08-14T04:05:00.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,55168,Pewaukee,US,WI
7229283,https://www.boattrader.com/listing/2000-sea-ray-260-sundancer-103684361/,power,power-expresscruiser,Sea Ray,260 Sundancer,2000,used,26,,,2019-09-25T04:02:14.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,24599,Pewaukee,US,WI
7053669,https://www.boattrader.com/listing/2003-bayliner-bowrider-185-103556905/,power,power-runabout,Bayliner,Bowrider 185,2003,used,18,,,2019-04-17T15:55:55.000Z,fiberglass,other,1,0,,,,10995,Pewaukee,US,WI
7204305,https://www.boattrader.com/listing/1989-silverton-40-motor-yacht-103667225/,power,power-aft,Silverton,40 Motor Yacht,1989,used,40,14,,2019-09-04T04:01:35.000Z,fiberglass,other,2,0,,,,49900,Marblehead,US,OH
7235576,https://www.boattrader.com/listing/1999-cruisers-yachts-4270-103689772/,power,power-expresscruiser,Cruisers Yachts,4270,1999,used,42,14,,2019-10-01T04:01:55.000Z,fiberglass,other,2,0,,,,139000,Winthrop Harbor,US,IL
7204310,https://www.boattrader.com/listing/2018-alumacraft-185-trophy-brs-103667227/,power,power-skifish,Alumacraft,185 TROPHY BRS,2018,used,18,8.17,,2019-09-04T04:03:27.000Z,fiberglass,other,1,0,,,,39900,Antioch,US,IL
7053647,https://www.boattrader.com/listing/2019-tige-rzx-20-103556897/,power,power-skiwake,Tige,RZX 20,2019,new,20,8.5,,2019-04-17T15:55:54.000Z,fiberglass,other,1,0,,,,119174,Pewaukee,US,WI
7252038,https://www.boattrader.com/listing/1987-tiara-3600-convertible-103701248/,power,power-cruiser,Tiara,3600 Convertible,1987,used,36,,,2019-10-16T04:03:10.000Z,fiberglass,gasoline,1,0,,,,59950,Sturgeon Bay,US,WI
7118379,https://www.boattrader.com/listing/2019-sylvan-mirage-cruise-le-8524-lz-pb-le-103604475/,power,power-pontoon,Sylvan,Mirage Cruise LE 8524 LZ PB LE,2019,new,24,8.5,,2019-06-17T14:20:49.000Z,fiberglass,other,1,0,,,,37491,Sturgeon Bay,US,WI
7244709,https://www.boattrader.com/listing/2005-sea-ray-260-sundancer-103696516/,power,power-other,Sea Ray,260 Sundancer,2005,used,26,,,2019-10-09T04:02:21.000Z,fiberglass,other,1,0,,,,34995,Pewaukee,US,WI
7059812,https://www.boattrader.com/listing/2019-alumacraft-classic-165-cs-103561049/,power,power-aluminum,Alumacraft,Classic 165 CS,2019,new,16,6.56,,2019-04-23T12:40:26.000Z,aluminum,other,1,0,,,,17401,Sturgeon Bay,US,WI
7248690,https://www.boattrader.com/listing/2006-harris-250royalherrita-103699744/,power,power-pontoon,Harris,250ROYALHERRITA,2006,used,25,,,2019-10-12T04:02:14.000Z,fiberglass,other,1,0,,,,19995,Pewaukee,US,WI
7052930,https://www.boattrader.com/listing/2019-tige-rzx-20-103556258/,power,power-skiwake,Tige,RZX 20,2019,new,20,8.5,,2019-04-17T15:17:19.000Z,fiberglass,other,1,0,,,,121251,Volo,US,IL
7149857,https://www.boattrader.com/listing/2017-sea-ray-230-slw-103626169/,power,power-bowrider,Sea Ray,230 SLW,2017,used,23,8.5,,2019-07-17T04:02:17.000Z,fiberglass,gasoline,1,0,,,inboard,84900,Grand Haven,US,MI
7221581,https://www.boattrader.com/listing/2017-smoker-craft-161-pro-angler-103679168/,power,power-sportfish,Smoker Craft,161 Pro Angler,2017,used,16,,,2019-09-18T04:02:45.000Z,fiberglass,gasoline,1,0,,,outboard,15995,Pewaukee,US,WI
7091514,https://www.boattrader.com/listing/2019-barletta-l-25qss-103586468/,power,power-pontoon,Barletta,L 25QSS,2019,new,25,9,,2019-05-22T17:10:26.000Z,fiberglass,other,1,0,,,,79598,Pewaukee,US,WI
7185686,https://www.boattrader.com/listing/2020-four-winns-240hd-103652902/,power,power-bowrider,Four Winns,240HD,2020,new,24,8.42,,2019-08-17T04:01:41.000Z,fiberglass,other,1,0,,,,85409,Volo,US,IL
7187955,https://www.boattrader.com/listing/2019-mastercraft-xt-series-xt-22-103654412/,power,power-skiwake,Mastercraft,XT Series XT 22,2019,new,22,8.5,,2019-08-20T04:03:39.000Z,fiberglass,other,1,0,,,,120941,Pewaukee,US,WI
7052747,https://www.boattrader.com/listing/2002-chaparral-signature-350-103556110/,power,power-expresscruiser,Chaparral,Signature 350,2002,used,35,11.83,,2019-04-17T15:14:02.000Z,fiberglass,other,2,0,,,,85900,Winthrop Harbor,US,IL
7118364,https://www.boattrader.com/listing/2019-mastercraft-xt-series-xt20-103604468/,power,power-skiwake,Mastercraft,XT Series XT20,2019,new,20,8.17,,2019-06-17T14:20:28.000Z,fiberglass,other,1,0,,,,116881,Pewaukee,US,WI
7157895,https://www.boattrader.com/listing/1999-crownline-180-br-103631578/,power,power-bowrider,Crownline,180 BR,1999,used,18,,,2019-07-25T04:04:22.000Z,fiberglass,other,1,0,,,,7995,Pewaukee,US,WI
7063017,https://www.boattrader.com/listing/2019-scarab-scarab-215-215-id-103563714/,power,power-bowrider,Scarab,SCARAB 215 215 ID,2019,new,21,0.67,3100,2019-04-25T14:17:53.000Z,fiberglass,other,2,0,,,,66741,Pewaukee,US,WI
7195167,https://www.boattrader.com/listing/2020-mastercraft-x-series-x24-103659275/,power,power-skiwake,Mastercraft,X Series X24,2020,new,24,8.5,,2019-08-26T04:02:58.000Z,fiberglass,other,1,0,,,,195111,Pewaukee,US,WI
7046318,https://www.boattrader.com/listing/2000-four-winns-298-vista-103550899/,power,power-expresscruiser,Four Winns,298 Vista,2000,used,29,,,2019-04-11T11:11:23.000Z,fiberglass,other,2,0,,,,36900,Bay City,US,MI
7053698,https://www.boattrader.com/listing/2017-starcraft-cx-23-re-103556868/,power,power-pontoon,Starcraft,CX 23 RE,2017,used,23,,,2019-04-17T15:55:56.000Z,fiberglass,other,1,0,,,,42995,Pewaukee,US,WI
7254819,https://www.boattrader.com/listing/2018-harris-240sunlinersltt-103703086/,power,power-pontoon,Harris,240SUNLINERSLTT,2018,used,24,8.5,,2019-10-18T04:00:20.000Z,aluminum,gasoline,1,0,,,,39995,Oshkosh,US,WI
7229276,https://www.boattrader.com/listing/2008-crest-le1870-103684365/,power,power-pontoon,Crest,LE1870,2008,used,18,,,2019-09-25T04:01:14.000Z,aluminum,other,1,0,,,,14999,Waterford,US,MI
7066454,https://www.boattrader.com/listing/2016-bayliner-175-bowrider-103566263/,power,power-bowrider,Bayliner,175 Bowrider,2016,used,17,,,2019-04-29T14:20:29.000Z,fiberglass,other,1,0,,,,16495,Pewaukee,US,WI
7176209,https://www.boattrader.com/listing/2020-scarab-215id-impact-103646166/,power,power-bowrider,Scarab,215ID/Impact,2020,new,21,8.33,,2019-08-08T04:02:39.000Z,fiberglass,gasoline,2,0,,,,62126,Waterford,US,MI
7200162,https://www.boattrader.com/listing/1998-sea-ray-290-sundancer-103663019/,power,power-expresscruiser,Sea Ray,290 Sundancer,1998,used,29,10.17,,2019-08-30T04:02:53.000Z,fiberglass,gasoline,2,0,,,inboard-outboard,44900,Sturgeon Bay,US,WI
7053785,https://www.boattrader.com/listing/1986-mako-17-center-console-103557015/,power,power-aluminum,Mako,17 Center Console,1986,used,17,8,,2019-04-17T15:57:01.000Z,aluminum,other,1,0,,,,14900,Sturgeon Bay,US,WI
7215209,https://www.boattrader.com/listing/1995-wellcraft-martinique-2400-103674702/,power,power-expresscruiser,Wellcraft,Martinique 2400,1995,used,24,8.5,,2019-09-12T04:02:32.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,15250,Harrison Township,US,MI
7181990,https://www.boattrader.com/listing/2020-glastron-gt-185-103650335/,power,power-bowrider,Glastron,GT 185,2020,new,18,7.42,,2019-08-14T04:05:01.000Z,fiberglass,other,1,0,,,,38223,Pewaukee,US,WI
7204311,https://www.boattrader.com/listing/1990-sport-craft-30-fishmaster-103667231/,power,power-sportfish,Sport-Craft,30 FISHMASTER,1990,used,30,9.58,,2019-09-04T04:04:15.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,19000,Sturgeon Bay,US,WI
7241232,https://www.boattrader.com/listing/2013-misty-harbor-1882cr-103694233/,power,power-pontoon,Misty Harbor,1882CR,2013,used,18,,,2019-10-05T04:02:13.000Z,fiberglass,other,1,0,,,,12995,Pewaukee,US,WI
7053696,https://www.boattrader.com/listing/2018-scarab-215-103556929/,power,power-bowrider,Scarab,215,2018,used,21,,,2019-04-17T15:55:56.000Z,fiberglass,other,2,0,,,,39999,Pewaukee,US,WI
7059555,https://www.boattrader.com/listing/2019-sylvan-mirage-fish-8520-cruise-n-fish-103561099/,power,power-pontoon,Sylvan,Mirage Fish 8520 Cruise-n-Fish,2019,new,20,8.5,,2019-04-23T12:37:15.000Z,fiberglass,other,1,0,,,,33799,Oshkosh,US,WI
7118388,https://www.boattrader.com/listing/2001-sea-ray-380-sundancer-103604448/,power,power-expresscruiser,Sea Ray,380 Sundancer,2001,used,38,,,2019-06-17T14:20:50.000Z,fiberglass,other,2,0,,,,104900,Sturgeon Bay,US,WI
7218381,https://www.boattrader.com/listing/2005-caravelle-230-seahawk-103676933/,power,power-sportfish,Caravelle,230 Seahawk,2005,used,23,8.5,,2019-09-14T04:04:37.000Z,fiberglass,gasoline,1,0,,,outboard,39900,Sturgeon Bay,US,WI
7135194,https://www.boattrader.com/listing/2014-harris-250gmsltt-103616159/,power,power-pontoon,Harris,250GMSLTT,2014,used,25,,,2019-07-02T10:53:46.000Z,fiberglass,other,1,0,,,,44995,Pewaukee,US,WI
7184370,https://www.boattrader.com/listing/2005-centurion-t5comp-103651985/,power,power-skiwake,Centurion,T5COMP,2005,used,21,7.75,,2019-08-16T04:02:16.000Z,fiberglass,other,1,0,,,,19995,Pewaukee,US,WI
7053633,https://www.boattrader.com/listing/2018-starcraft-103556864/,power,power-pontoon,Starcraft,,2018,new,22,,,2019-04-17T15:55:54.000Z,fiberglass,gasoline,1,0,,,,32971,Pewaukee,US,WI
7232016,https://www.boattrader.com/listing/2020-mastercraft-xt-22-103686338/,power,power-skiwake,Mastercraft,XT-22,2020,new,22,8.5,,2019-09-27T04:02:09.000Z,fiberglass,other,1,0,,,,147300,Pewaukee,US,WI
7118365,https://www.boattrader.com/listing/2019-yamaha-boats-242-limited-s-e-series-103604467/,power,power-bowrider,Yamaha Boats,242 Limited S E-Series,2019,new,24,9,,2019-06-17T14:20:28.000Z,fiberglass,other,2,0,,,,65276,Pewaukee,US,WI
7063030,https://www.boattrader.com/listing/2019-yamaha-boats-242-limited-s-e-series-103563752/,power,power-bowrider,Yamaha Boats,242 Limited S E-Series,2019,new,24,9,,2019-04-25T14:20:25.000Z,fiberglass,other,2,0,,,,67394,Pewaukee,US,WI
7135195,https://www.boattrader.com/listing/2005-cruisers-yachts-455-motor-yacht-103616160/,power,power-motor,Cruisers Yachts,455 Motor Yacht,2005,used,45,,,2019-07-02T10:53:46.000Z,fiberglass,other,2,0,,,,289495,Pewaukee,US,WI
7147009,https://www.boattrader.com/listing/2020-cruisers-yachts-42cantius-103624232/,power,power-expresscruiser,Cruisers Yachts,42CANTIUS,2020,new,42,13.67,,2019-07-13T15:17:50.000Z,fiberglass,other,2,0,,,,953350,Sturgeon Bay,US,WI
7053799,https://www.boattrader.com/listing/2002-ocean-alexander-426-103557028/,power,power-motor,Ocean Alexander,426,2002,used,42,14.58,,2019-04-17T15:57:01.000Z,fiberglass,other,2,0,,,,299000,Sturgeon Bay,US,WI
7198861,https://www.boattrader.com/listing/2019-hurricane-188-ss-103662140/,power,power-deck,Hurricane,188 SS,2019,used,19,8.42,,2019-08-29T04:03:03.000Z,fiberglass,gasoline,1,0,,,outboard,28995,Pewaukee,US,WI
7178653,https://www.boattrader.com/listing/2013-sylvan-8522-lz-rpt-103647881/,power,power-pontoon,Sylvan,8522 LZ RPT,2013,used,22,8.5,,2019-08-10T04:04:53.000Z,aluminum,other,1,0,,,,26995,Sturgeon Bay,US,WI
7053487,https://www.boattrader.com/listing/2019-barletta-e-24q-103556733/,power,power-pontoon,Barletta,E 24Q,2019,new,24,9,,2019-04-17T15:54:31.000Z,fiberglass,other,1,0,,,,67179,Pewaukee,US,WI
7085467,https://www.boattrader.com/listing/2019-starcraft-mdx-ob-191-ob-103581941/,power,power-deck,Starcraft,MDX OB 191 OB,2019,new,19,8.5,,2019-05-16T16:08:34.000Z,fiberglass,other,1,0,,,,31971,Pewaukee,US,WI
7227823,https://www.boattrader.com/listing/2020-mastercraft-x-series-x24-103683529/,power,power-skiwake,Mastercraft,X Series X24,2020,new,24,8.5,,2019-09-24T04:02:03.000Z,fiberglass,other,1,0,,,,194372,Pewaukee,US,WI
7192648,https://www.boattrader.com/listing/2004-sea-ray-290amberjack-103657363/,power,power-expresscruiser,Sea Ray,290AmberJack,2004,used,29,,,2019-08-23T04:02:35.000Z,fiberglass,gasoline,2,0,,,inboard-outboard,52900,Sturgeon Bay,US,WI
7053688,https://www.boattrader.com/listing/2002-formula-41-pc-103556962/,power,power-expresscruiser,Formula,41 PC,2002,used,41,13,,2019-04-17T15:55:55.000Z,fiberglass,other,2,0,,,,84500,Pewaukee,US,WI
7192639,https://www.boattrader.com/listing/2019-mastercraft-nxt-series-nxt22-103657361/,power,power-skiwake,Mastercraft,NXT Series NXT22,2019,new,22,8.17,,2019-08-23T04:01:58.000Z,fiberglass,other,1,0,,,,81982,Pewaukee,US,WI
7157896,https://www.boattrader.com/listing/2016-smoker-craft-171-proanglerxl-103631580/,power,power-aluminum,Smoker Craft,171 PROANGLERXL,2016,used,17,,,2019-07-25T04:04:23.000Z,aluminum,other,1,0,,,,24995,Pewaukee,US,WI
7243579,https://www.boattrader.com/listing/2016-manitou-aurora-vp-103695756/,power,power-pilot,Manitou,Aurora VP,2016,used,23,8.5,,2019-10-08T04:02:20.000Z,fiberglass,gasoline,1,0,,,,29999,Pewaukee,US,WI
7059523,https://www.boattrader.com/listing/2019-four-winns-vista-355-103561113/,power,power-expresscruiser,Four Winns,Vista 355,2019,new,35,11.5,,2019-04-23T12:37:14.000Z,fiberglass,other,2,0,,,,355975,Sturgeon Bay,US,WI
