id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,city,country,state
6278727,https://www.boattrader.com/listing/2016-nordic-tugs-26-103087462/,power,power-tug,Nordic Tugs,26,2016,used,26,9.5,8500,2017-06-22T11:56:37.000Z,fiberglass,diesel,1,150,2015,2015,inboard,239000,Fort Lauderdale,US,FL
7041223,https://www.boattrader.com/listing/2019-suncatcher-v-20-c-103547106/,power,power-pontoon,SunCatcher,V 20 C,2019,new,20,8.42,,2019-04-06T11:29:40.000Z,other,gasoline,1,25,,,outboard,25939,Howell,US,MI
7133657,https://www.boattrader.com/listing/2020-sea-ray-320-sundancer-103676092/,power,power-sportcruiser,Sea Ray,320 Sundancer,2020,new,32,,,2019-07-01T10:37:24.000Z,fiberglass,gasoline,2,700,,,,,Afton,US,OK
7253759,https://www.boattrader.com/listing/1982-bayfield-29-bayfield-103702325/,sail,sail-cruiser,Bayfield,29 Bayfield,1982,used,29,10.17,7100,2019-10-17T08:31:18.000Z,fiberglass,diesel,1,15,1982,1982,inboard,24500,Groton,US,CT
7215360,https://www.boattrader.com/listing/2014-defever-euro-pilothouse-103699974/,power,power-trawler,DeFever,Euro Pilothouse,2014,used,52,16,695000,2019-09-12T06:16:13.000Z,fiberglass,diesel,2,600,2014,2014,inboard,779000,Fort Myers,US,FL
7231317,https://www.boattrader.com/listing/1998-mainship-47-motoryacht-103685747/,power,power-motor,Mainship,47 Motoryacht,1998,used,47,15.42,44000,2019-09-26T11:07:10.000Z,fiberglass,diesel,4,1940,1998,1998,inboard,129900,Hampton,US,VA
7032027,https://www.boattrader.com/listing/2016-boston-whaler-420-outrage-103543042/,power,power-sportfish,Boston Whaler,420 Outrage,2016,used,42,13,22000,2019-03-28T11:10:07.000Z,fiberglass,gasoline,4,1400,,,outboard,649900,Boston,US,MA
7227883,https://www.boattrader.com/listing/2018-azimut-verve-40-103703242/,power,power-mega,Azimut,Verve 40,2018,used,40,,,2019-09-24T05:38:32.000Z,fiberglass,gasoline,3,1050,,,outboard,623186,Pompano Beach,US,FL
7174884,https://www.boattrader.com/listing/2006-nauticstar-22-bx-103644507/,power,power-center,NauticStar,22 BX,2006,used,22,8.5,,2019-08-07T04:30:51.000Z,fiberglass,gasoline,0,,,,,19900,Ruskin,US,FL
7255062,https://www.boattrader.com/listing/2020-starcraft-191-svx-103703233/,power,power-deck,Starcraft,191 SVX,2020,new,19,8.5,,2019-10-18T07:11:35.000Z,fiberglass,gasoline,0,,,,,,Fort Myers,US,FL
6822064,https://www.boattrader.com/listing/2019-boston-whaler-170-montauk-103436569/,power,power-sportfish,Boston Whaler,170 Montauk,2019,new,17,7.25,1700,2018-08-27T12:04:53.000Z,fiberglass,gasoline,1,115,,,outboard,,Huntington,US,NY
7255049,https://www.boattrader.com/listing/2020-cape-horn-31t-103703225/,power,power-sportfish,Cape Horn,31T,2020,new,31,9.08,,2019-10-18T06:57:17.000Z,fiberglass,gasoline,0,,,,,,Fort Myers,US,FL
6925391,https://www.boattrader.com/listing/2019-lund-1875-impact-sport-103466819/,power,power-aluminum,Lund,1875 Impact Sport,2019,new,18.92,8,1410,2018-12-01T09:13:40.000Z,aluminum,gasoline,1,150,,,outboard,37684,Princeton,US,WI
7112947,https://www.boattrader.com/listing/2006-c-marine-classy-21-103602084/,power,power-util,C Marine,Classy 21,2006,used,21,7,,2019-06-13T17:38:57.000Z,fiberglass,gasoline,1,9,2006,2006,outboard-4s,13900,Ruskin,US,FL
7174941,https://www.boattrader.com/listing/2017-sea-ray-sdx-290-outboard-103644546/,power,power-deck,Sea Ray,SDX 290 Outboard,2017,used,29,9,7030,2019-08-07T06:15:05.000Z,fiberglass,gasoline,2,450,2017,2017,outboard-4s,128200,Tampa,US,FL
6911134,https://www.boattrader.com/listing/2019-sea-ray-sdx-270-outboard-103458058/,power,power-other,Sea Ray,SDX 270 Outboard,2019,new,27,8.5,5660,2018-11-14T13:58:37.000Z,fiberglass,gasoline,1,300,,,outboard,,Pompano Beach,US,FL
7205935,https://www.boattrader.com/listing/2020-alumacraft-classic-165-103668295/,power,power-fresh,Alumacraft,Classic 165,2020,new,16.33,6.83,778,2019-09-05T08:22:33.000Z,aluminum,gasoline,1,50,2020,2020,outboard,19995,Anaheim,US,CA
7255040,https://www.boattrader.com/listing/2020-bulls-bay-2200-103703217/,power,power-bay,Bulls Bay,2200,2020,new,22,8.5,,2019-10-18T06:47:49.000Z,fiberglass,gasoline,0,,,,,,Fort Myers,US,FL
7255109,https://www.boattrader.com/listing/2019-yellowfin-17-skiff-103703261/,power,power-skiff,Yellowfin,17 Skiff,2019,new,17.33,6.67,600,2019-10-18T07:50:47.000Z,fiberglass,gasoline,1,0,,,outboard,,Pasadena,US,MD
7255083,https://www.boattrader.com/listing/2007-formula-330-sun-sport-103703263/,power,power-cruiser,Formula,330 Sun Sport,2007,used,34.42,10.17,10950,2019-10-18T07:29:01.000Z,fiberglass,gasoline,2,0,,,,79990,Punta Gorda,US,FL
7254629,https://www.boattrader.com/listing/2015-beneteau-mc4-103702953/,power,power-flybridge,Beneteau,MC4,2015,used,45,13.42,26499,2019-10-17T21:17:07.000Z,fiberglass,diesel,2,740,2015,2015,inboard,600000,Milwaukee,US,WI
7112382,https://www.boattrader.com/listing/2020-scout-215-xsf-103668407/,power,power-sportfish,Scout,215 XSF,2020,new,21,8.5,2776,2019-06-13T11:03:26.000Z,fiberglass,gasoline,1,150,,,outboard,,Miami,US,FL
7255105,https://www.boattrader.com/listing/2008-rosborough-246-103703258/,power,power-cruiser,Rosborough,246,2008,used,25,8.5,,2019-10-18T07:47:18.000Z,fiberglass,gasoline,1,225,,,outboard,75000,LeRoy,US,NY
6945970,https://www.boattrader.com/listing/2019-four-winns-h-350-103480350/,power,power-bowrider,Four Winns,H 350,2019,new,35,10.75,,2018-12-31T09:52:22.000Z,other,gasoline,2,0,,,inboard-outboard,,Wayzata,US,MN
7170464,https://www.boattrader.com/listing/2017-tiara-39-coupe-103641335/,power,power-cruiser,Tiara,39 Coupe,2017,used,39,13.25,23290,2019-08-05T06:44:47.000Z,fiberglass,diesel,2,740,2018,2018,inboard,569000,Vero Beach,US,FL
7255080,https://www.boattrader.com/listing/2018-starcraft-230-dh-103703262/,power,power-deck,Starcraft,230 DH,2018,new,23,8.5,,2019-10-18T07:26:43.000Z,fiberglass,gasoline,0,,,,,,Fort Myers,US,FL
6473676,https://www.boattrader.com/listing/2018-sailfish-325-dc-103174821/,power,power-dualconsole,Sailfish,325 DC,2018,used,32,10,11066,2017-10-18T07:39:02.000Z,fiberglass,gasoline,2,600,2018,2018,outboard,221333,SE Florida,US,FL
6864621,https://www.boattrader.com/listing/2019-scout-275-lxf-103428365/,power,power-sportfish,Scout,275 Lxf,2019,new,27,9,5300,2018-10-04T07:12:43.000Z,fiberglass,gasoline,2,400,,,outboard,,Charleston,US,SC
7233260,https://www.boattrader.com/listing/2020-chaparral-347-ssx-103687164/,power,power-bowrider,Chaparral,347 SSX,2020,new,33.5,10,12000,2019-09-27T17:12:50.000Z,other,other,2,600,,,inboard-outboard,,Wayzata,US,MN
7199312,https://www.boattrader.com/listing/2019-berkshire-27slx-3--103662432/,power,power-pontoon,Berkshire,27SLX 3+,2019,new,27,8.5,,2019-08-29T09:12:18.000Z,aluminum,gasoline,1,300,,,outboard,99612,Southaven,US,MS
7111140,https://www.boattrader.com/listing/2017-tiara-31coronet-103600831/,power,power-expresscruiser,Tiara,31Coronet,2017,used,31,12.5,12900,2019-06-12T11:50:03.000Z,fiberglass,diesel,2,660,,,inboard,378800,North Palm Beach,US,FL
7104687,https://www.boattrader.com/listing/2020-grady-white-freedom-192-103658285/,power,power-sportfish,Grady-White,Freedom 192,2020,new,19,8,2475,2019-06-06T08:30:47.000Z,fiberglass,gasoline,1,150,,,outboard,,Jacksonville,US,FL
7199424,https://www.boattrader.com/listing/2019-forest-river-trifecta-21-css-2-0-103662516/,power,power-pontoon,Forest River,Trifecta 21 CSS 2.0,2019,new,22,8.5,,2019-08-29T10:37:11.000Z,aluminum,gasoline,1,115,,,outboard,36653,Southaven,US,MS
7255099,https://www.boattrader.com/listing/2004-maxum-2700-se-103703260/,power,power-cruiser,Maxum,2700 SE,2004,used,28,9.42,7400,2019-10-18T07:41:20.000Z,fiberglass,gasoline,1,250,2004,2004,inboard-outboard,19950,Ruskin,US,FL
7199399,https://www.boattrader.com/listing/2019-regal-19-surf-103662495/,power,power-bowrider,Regal,19 Surf,2019,new,19,8.25,3100,2019-08-29T10:18:22.000Z,fiberglass,gasoline,1,240,,,inboard-outboard,49995,Southaven,US,MS
7250379,https://www.boattrader.com/listing/2006-mako-284-cc-103701904/,power,power-saltfish,Mako,284 CC,2006,used,28,9.83,6000,2019-10-14T18:09:25.000Z,fiberglass,gasoline,2,500,2006,2006,outboard-4s,59500,Palm Beach Gardens,US,FL
7248383,https://www.boattrader.com/listing/2019-regal-2000-es-103699018/,power,power-bowrider,Regal,2000 ES,2019,new,20,8.5,3400,2019-10-11T13:37:37.000Z,other,other,1,0,,,,49995,Southaven,US,MS
7252530,https://www.boattrader.com/listing/2002-regal-2665-commodore-103701513/,power,power-cruiser,Regal,2665 Commodore,2002,used,26,8.5,6800,2019-10-16T08:55:00.000Z,fiberglass,gasoline,1,375,2002,2002,inboard-outboard,19995,North Charleston,US,SC
7255093,https://www.boattrader.com/listing/2017-sea-hunt-gamefish-30-103703259/,power,power-saltfish,Sea Hunt,Gamefish 30,2017,used,29.75,9.75,6000,2019-10-18T07:39:30.000Z,fiberglass,gasoline,1,0,,,outboard,154000,Pasadena,US,MD
7024345,https://www.boattrader.com/listing/2019-boston-whaler-230-vantage-103534345/,power,power-sportfish,Boston Whaler,230 Vantage,2019,new,23,8.5,3900,2019-03-21T10:18:58.000Z,fiberglass,gasoline,1,250,,,outboard,,Boston,US,MA
7096542,https://www.boattrader.com/listing/2018-carver-c37-103590151/,power,power-expresscruiser,Carver,C37,2018,used,37,13,18500,2019-05-28T19:19:01.000Z,fiberglass,gasoline,2,700,,,inboard-outboard,,Clearwater Beach,US,FL
6609740,https://www.boattrader.com/listing/2018-wellcraft-222-fisherman-103245008/,power,power-center,Wellcraft,222 Fisherman,2018,new,22,,,2017-11-10T00:00:00.000Z,fiberglass,gasoline,1,200,,,outboard-4s,61754,Stevensville ,US,MD
7101594,https://www.boattrader.com/listing/2019-chaparral-297-surf-ssx-103594056/,power,power-bowrider,Chaparral,297 Surf SSX,2019,new,29,9,7200,2019-06-03T15:08:27.000Z,fiberglass,gasoline,1,430,,,inboard-outboard,,Wayzata,US,MN
7226365,https://www.boattrader.com/listing/2012-grady-white-209-fisherman-103682532/,power,power-saltfish,Grady-White,209 Fisherman,2012,used,21,8.08,,2019-09-22T20:07:58.000Z,fiberglass,gasoline,1,200,,,outboard,43900,Miami,US,FL
6507552,https://www.boattrader.com/listing/2000-bayliner-ciera-245-103178913/,power,power-cruiser,Bayliner,Ciera  245,2000,used,24,8.33,4670,2017-10-24T13:44:10.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,19900,Lackawanna,US,NY
6913989,https://www.boattrader.com/listing/2019-intrepid-400-center-console-103459794/,power,power-center,Intrepid,400 Center Console,2019,used,40,11.08,,2018-11-17T11:59:38.000Z,fiberglass,gasoline,3,1050,,,outboard,498000,Stuart,US,FL
7216752,https://www.boattrader.com/listing/2004-chaparral-204-ssi-103680888/,power,power-other,Chaparral,204 SSi,2004,used,20,8.42,3400,2019-09-13T05:49:06.000Z,other,gasoline,1,260,,,,15080,Osage Beach,US,MO
7162692,https://www.boattrader.com/listing/2019-sportsman-open-232-103635058/,power,power-center,Sportsman,Open 232,2019,new,22.83,8,2750,2019-07-29T10:57:14.000Z,fiberglass,gasoline,1,250,,,,,St. Augustine,US,FL
7236536,https://www.boattrader.com/listing/2003-sea-ray-185-103690466/,power,power-bowrider,Sea Ray,185,2003,used,18,7.5,,2019-10-01T15:13:42.000Z,fiberglass,gasoline,1,190,,,inboard-outboard,10900,Southaven,US,MS
7243066,https://www.boattrader.com/listing/2020-chaparral-21-ssi-ski-fish-103695407/,power,power-bowrider,Chaparral,21 SSI Ski & Fish,2020,new,21,8.33,3100,2019-10-07T13:16:49.000Z,other,other,1,200,,,,,Wayzata,US,MN
7248390,https://www.boattrader.com/listing/2004-glastron-175-sx-103699026/,power,power-bowrider,Glastron,175 Sx,2004,used,17,7.33,,2019-10-11T13:40:31.000Z,fiberglass,gasoline,1,130,,,inboard-outboard,7900,Southaven,US,MS
7183465,https://www.boattrader.com/listing/1998-offshore-yachts-48-yachtfisher-103701845/,power,power-trawler,Offshore Yachts,48 Yachtfisher,1998,used,48,15.5,41000,2019-08-15T08:04:16.000Z,fiberglass,diesel,2,870,2002,2002,inboard,268000,Saint Petersburg,US,FL
7248385,https://www.boattrader.com/listing/2012-sea-doo-speedster-150-103699022/,power,power-pwc,Sea-Doo,Speedster 150,2012,used,15,7.08,,2019-10-11T13:38:53.000Z,fiberglass,gasoline,1,255,,,inboard,13900,Southaven,US,MS
6636484,https://www.boattrader.com/listing/2020-princess-s62-103262718/,power,power-expresscruiser,Princess,S62,2020,new,62,16,,2018-03-05T10:24:39.000Z,fiberglass,diesel,2,2400,,,,,,US,FL
7198602,https://www.boattrader.com/listing/2014-mastercraft-x46-103661972/,power,power-bowrider,Mastercraft,X46,2014,used,24,9.92,,2019-08-28T15:27:54.000Z,other,other,1,430,,,,93500,Southaven,US,MS
6781177,https://www.boattrader.com/listing/2019-boston-whaler-270-vantage-103368183/,power,power-sportfish,Boston Whaler,270 Vantage,2019,new,27,9,5200,2018-07-20T08:35:24.000Z,fiberglass,gasoline,2,500,,,outboard,,Clearwater,US,FL
7248379,https://www.boattrader.com/listing/2016-monterey-196ms-103699015/,power,power-skiwake,Monterey,196MS,2016,used,19.5,7.67,,2019-10-11T13:36:10.000Z,fiberglass,gasoline,1,200,,,inboard-outboard,27900,Southaven,US,MS
7252461,https://www.boattrader.com/listing/2005-silverton-38-sport-bridge-103701465/,power,power-cruiser,Silverton,38 Sport Bridge,2005,used,40,14.4,,2019-10-16T08:05:18.000Z,fiberglass,diesel,2,710,,,inboard,195000,North Miami Beach,US,FL
7251257,https://www.boattrader.com/listing/2020-regal-ls4-103700915/,power,power-bowrider,Regal,LS4,2020,new,24.3,8.42,4550,2019-10-15T13:17:12.000Z,other,gasoline,1,300,,,inboard-outboard,,Wayzata,US,MN
7253938,https://www.boattrader.com/listing/2020-sportsman-open-242-103702458/,power,power-center,Sportsman,Open 242,2020,new,23.6,8.5,3400,2019-10-17T09:53:26.000Z,other,gasoline,1,0,,,,,Saint Augustine,US,FL
3351580,https://www.boattrader.com/listing/2020-princess-62-flybridge-103263414/,power,power-motor,Princess,62 Flybridge,2020,new,62,16.5,,2010-09-14T11:23:23.000Z,fiberglass,diesel,2,2400,,,,,,US,
7250676,https://www.boattrader.com/listing/1985-hatteras-58-motoryacht-103703257/,power,power-motor,Hatteras,58 Motoryacht,1985,used,58,18.25,79000,2019-10-15T05:53:58.000Z,fiberglass,diesel,2,1300,1985,1985,inboard,275000,Fort Myers Beach,US,FL
7212132,https://www.boattrader.com/listing/2019-lund-1775-adventure-ss-103672385/,power,power-aluminum,Lund,1775 Adventure SS,2019,new,17.83,7.25,1185,2019-09-10T07:58:40.000Z,aluminum,gasoline,1,90,,,outboard-4s,26095.89,Princeton,US,WI
7149062,https://www.boattrader.com/listing/2020-president-870-tri-deck-lrc-103639076/,power,power-motor,President,870 Tri Deck LRC,2020,new,87,20.58,,2019-07-16T09:29:50.000Z,fiberglass,diesel,2,850,2019,2019,inboard,5400000,Stuart,US,FL
6830496,https://www.boattrader.com/listing/2019-sailfish-360-cc-103474241/,power,power-sportfish,Sailfish,360 CC,2019,new,36,11.17,12700,2018-09-04T08:18:21.000Z,fiberglass,gasoline,3,900,,,outboard,,Port Clinton,US,OH
7117791,https://www.boattrader.com/listing/2020-scout-255-dorado-103667338/,power,power-sportfish,Scout,255 Dorado,2020,new,25,8.92,5258,2019-06-17T08:54:45.000Z,fiberglass,gasoline,2,300,,,outboard,,Miami,US,FL
7254907,https://www.boattrader.com/listing/2017-boston-whaler-270-dauntless-103703111/,power,power-center,Boston Whaler,270 Dauntless,2017,used,27.33,9,,2019-10-18T06:03:27.000Z,fiberglass,gasoline,1,350,,,outboard,129900,St Petersburg,US,FL
7254076,https://www.boattrader.com/listing/2016-pathfinder-2600-hps-103702574/,power,power-center,Pathfinder,2600 HPS,2016,used,26.17,8.83,,2019-10-17T11:08:14.000Z,fiberglass,gasoline,1,300,,,outboard,76500,boca raton,US,FL
5078838,https://www.boattrader.com/listing/2020-princess-s66-103262649/,power,power-expresscruiser,Princess,S66,2020,new,66,16.75,,2015-05-04T08:47:13.000Z,fiberglass,diesel,2,0,,,inboard,,,US,
7255064,https://www.boattrader.com/listing/2003-sea-ray-290-select-103703234/,power,power-bowrider,Sea Ray,290 Select,2003,used,29,9.67,,2019-10-18T07:12:51.000Z,fiberglass,gasoline,2,600,,,inboard-outboard,41995,Brick,US,NJ
7250157,https://www.boattrader.com/listing/2015-pursuit-os-385-offshore-103701665/,power,power-expresscruiser,Pursuit,OS 385 Offshore,2015,used,38,13,21500,2019-10-14T13:08:44.000Z,fiberglass,gasoline,3,900,,,inboard,359950,Venice,US,FL
7253911,https://www.boattrader.com/listing/2020-sportsman-open-242-103702446/,power,power-center,Sportsman,Open 242,2020,new,24,8.5,3400,2019-10-17T09:43:06.000Z,other,gasoline,1,300,,,outboard,,Saint Augustine,US,FL
7255076,https://www.boattrader.com/listing/1989-cobalt-21br-103703235/,power,power-runabout,Cobalt,21br,1989,used,21,8,,2019-10-18T07:23:58.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,5000,Warsaw,US,MO
7255103,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703255/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T07:43:14.000Z,fiberglass,gasoline,1,0,,,inboard,,Decatur,US,AL
6975230,https://www.boattrader.com/listing/2016-sea-ray-300-slx-103501345/,power,power-other,Sea Ray,300 SLX,2016,used,30,9.67,7700,2019-02-01T08:08:07.000Z,fiberglass,gasoline,2,600,,,,119500,Venice,US,FL
7255095,https://www.boattrader.com/listing/2020-lowe-20cat-103703253/,power,power-bass,Lowe,20CAT,2020,new,20,7.92,,2019-10-18T07:39:58.000Z,aluminum,gasoline,1,115,2020,2020,outboard-4s,,Warsaw,US,MO
7252816,https://www.boattrader.com/listing/2020-lowe-sd224-103701725/,power,power-deck,Lowe,Sd224,2020,new,22,8.5,,2019-10-16T12:26:09.000Z,aluminum,gasoline,1,200,2020,2020,outboard-4s,,Warsaw,US,MO
7252802,https://www.boattrader.com/listing/2020-lowe-175-stinger-103701722/,power,power-bass,Lowe,175 Stinger,2020,new,17.5,7.5,,2019-10-16T12:20:49.000Z,aluminum,gasoline,1,60,2020,2020,outboard-4s,,Warsaw,US,MO
7255089,https://www.boattrader.com/listing/2020-lowe-sf212w-103703247/,power,power-pontoon,Lowe,SF212W,2020,new,21.4,8.5,,2019-10-18T07:34:11.000Z,aluminum,gasoline,1,115,2020,2020,outboard-4s,,Warsaw,US,MO
7255098,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703256/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T07:41:04.000Z,fiberglass,gasoline,1,0,,,inboard,,Decatur,US,AL
7255094,https://www.boattrader.com/listing/2019-chaparral-297-ssx-103703254/,power,power-bowrider,Chaparral,297 SSX,2019,new,29,9,,2019-10-18T07:39:41.000Z,other,gasoline,1,0,,,,,Wayzata,US,MN
7190708,https://www.boattrader.com/listing/1987-carver-4207-103655981/,power,power-motor,Carver,4207,1987,used,42,15,23150,2019-08-21T13:18:13.000Z,fiberglass,diesel,2,600,1991,1991,inboard,84900,Tracys Landing,US,MD
4778776,https://www.boattrader.com/listing/2020-princess-70-motor-yacht-103263471/,power,power-motor,Princess,70 Motor Yacht,2020,new,70,17.67,,2014-08-05T12:37:08.000Z,fiberglass,diesel,2,2800,,,inboard,,,US,FL
7255085,https://www.boattrader.com/listing/2019-sportsman-masters-227-103703252/,power,power-bay,Sportsman,Masters 227,2019,new,22.33,8.33,2350,2019-10-18T07:30:08.000Z,fiberglass,gasoline,1,250,,,outboard,63298,Saint Augustine,US,FL
7255092,https://www.boattrader.com/listing/2020-sweetwater-2186-103703249/,power,power-pontoon,Sweetwater,2186,2020,new,21,8,,2019-10-18T07:39:28.000Z,fiberglass,gasoline,0,,,,,37000,Leesburg,US,FL
7228232,https://www.boattrader.com/listing/2006-hanse-400-103686001/,sail,sail-racercruiser,Hanse,400,2006,used,40,13.25,18739,2019-09-24T09:41:00.000Z,fiberglass,diesel,1,40,2006,2006,,149900,San Pedro,US,CA
7255096,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703251/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T07:39:58.000Z,fiberglass,gasoline,1,0,,,inboard,,Fort Worth,US,TX
7254066,https://www.boattrader.com/listing/2019-custom-ssrx-103702570/,power,power-pontoon,Custom,SSRX,2019,used,23,8,,2019-10-17T11:04:09.000Z,aluminum,gasoline,1,137,,,outboard,45000,Mount Gilead,US,NC
7078830,https://www.boattrader.com/listing/2019-hurricane-sundeck-191-ob-103576905/,power,power-deck,Hurricane,SunDeck 191 OB,2019,new,18.83,8.42,2400,2019-05-10T09:46:06.000Z,fiberglass,gasoline,1,140,2019,2019,outboard-4s,33695,Selbyville,US,DE
6830370,https://www.boattrader.com/listing/2020-sabre-se-103403196/,power,power-downeast,Sabre,SE,2020,new,48,15.33,,2018-09-04T06:51:19.000Z,fiberglass,diesel,2,1100,2019,2019,inboard,,Weymouth,US,MA
7255091,https://www.boattrader.com/listing/2020-atx-surf-boats-22-type-s-103703250/,power,power-skiwake,ATX Surf Boats,22 Type-S,2020,new,22,8.5,4950,2019-10-18T07:39:18.000Z,fiberglass,gasoline,1,0,,,inboard,,Fort Worth,US,TX
7134382,https://www.boattrader.com/listing/2010-horizon-136-premier-series-103670551/,power,power-motor,Horizon,136 Premier Series,2010,used,136,26.17,,2019-07-02T05:43:49.000Z,fiberglass,diesel,2,3100,,,inboard,9250000,Marco Island,US,FL
6874122,https://www.boattrader.com/listing/2020-scout-195-sportfish-103434790/,power,power-sportfish,Scout,195 Sportfish,2020,new,19,8.5,2150,2018-10-12T11:12:02.000Z,fiberglass,gasoline,1,150,,,outboard,,Cocoa,US,FL
7142840,https://www.boattrader.com/listing/2009-viking-enclosed-bridge-103621392/,power,power-sportfish,Viking,Enclosed Bridge,2009,used,74,19.75,135000,2019-07-10T01:52:58.000Z,fiberglass,diesel,2,4000,2009,2009,inboard,2200000,Jupiter,US,FL
7069854,https://www.boattrader.com/listing/2020-boston-whaler-420-outrage-103655558/,power,power-sportfish,Boston Whaler,420 Outrage,2020,new,42,13,22000,2019-05-02T10:21:18.000Z,fiberglass,gasoline,4,1600,,,outboard,,Clearwater,US,FL
6867336,https://www.boattrader.com/listing/2019-aquila-44-103430366/,power,power-mega,Aquila,44,2019,new,44,21.5,35053,2018-10-05T13:56:10.000Z,fiberglass,diesel,2,600,,,inboard,,St. Petersburg,US,FL
7254096,https://www.boattrader.com/listing/2016-contender-39-st-103703248/,power,power-center,Contender,39 ST,2016,used,39.08,10.83,7800,2019-10-17T11:23:26.000Z,fiberglass,gasoline,3,1050,2018,2018,outboard,379000,Orange Beach,US,AL
6735743,https://www.boattrader.com/listing/2019-azimut-atlantis-51-103447563/,power,power-mega,Azimut,Atlantis 51,2019,new,51,,,2018-06-05T13:09:11.000Z,fiberglass,diesel,2,1200,,,inboard,,Pompano Beach,US,FL
7247749,https://www.boattrader.com/listing/2017-crownline-eclipse-e6-xs-103698554/,power,power-deck,Crownline,Eclipse E6 XS,2017,used,26.25,8.5,,2019-10-11T06:47:47.000Z,fiberglass,gasoline,1,300,,,outboard,83500,Joplin,US,MO
7249051,https://www.boattrader.com/listing/2015-stingray-192-sc-103702388/,power,power-deck,Stingray,192 SC,2015,used,20.08,8.33,2600,2019-10-12T11:15:57.000Z,fiberglass,gasoline,1,115,2015,2015,outboard,20995,Temple,US,TX
7013880,https://www.boattrader.com/listing/2016-horizon-flybridge-103532326/,power,power-motor,Horizon,Flybridge,2016,used,94,21,170000,2019-03-11T09:15:05.000Z,fiberglass,diesel,2,3800,,,inboard,5400000,Fort Lauderdale,US,FL
7255088,https://www.boattrader.com/listing/2020-atx-surf-boats-24-type-s-103703246/,power,power-skiwake,ATX Surf Boats,24 Type-S,2020,new,24,8.5,5160,2019-10-18T07:32:07.000Z,fiberglass,gasoline,1,0,,,inboard,,Charlevoix,US,MI
7255052,https://www.boattrader.com/listing/2019-sweetwater-sw-206-cl-103703244/,power,power-pontoon,Sweetwater,SW 206 CL,2019,used,20,8.5,,2019-10-18T06:58:59.000Z,aluminum,gasoline,1,25,2019,2019,,19500,Wolfeboro,US,NH
7214035,https://www.boattrader.com/listing/2001-four-winns-298-vista-103673818/,power,power-aft,Four Winns,298 Vista,2001,used,30,10.5,10650,2019-09-11T07:58:08.000Z,fiberglass,gasoline,2,560,2013,2013,inboard-outboard,49300,North East,US,MD
6717033,https://www.boattrader.com/listing/1999-cape-horn-ch63-103322225/,power,power-trawler,Cape Horn,CH63,1999,used,63,18.5,,2018-05-18T10:21:31.000Z,steel,diesel,1,400,,,inboard,649500,Herrington Harbour,US,MD
7246468,https://www.boattrader.com/listing/2020-willie-17x60-drift-boat--103697713/,power,power-aluminum,Willie,17X60 DRIFT BOAT,2020,new,17,6.58,,2019-10-10T07:35:07.000Z,aluminum,other,0,,,,,,Coos Bay,US,OR
7212060,https://www.boattrader.com/listing/2019-lund-1600-alaskan-tiller-103672338/,power,power-util,Lund,1600 Alaskan Tiller,2019,new,16.83,6.75,860,2019-09-10T07:24:09.000Z,aluminum,gasoline,1,60,,,outboard-4s,22594.9,Princeton,US,WI
7020476,https://www.boattrader.com/listing/1996-sea-ray-400-sedan-bridge-103534216/,power,power-motor,Sea Ray,400 Sedan Bridge,1996,used,40,14.25,22000,2019-03-18T02:41:45.000Z,fiberglass,diesel,2,700,1996,1996,inboard,89500,Kent Island,US,MD
7246477,https://www.boattrader.com/listing/2020-willie-17x54-drift-boat--103697716/,power,power-aluminum,Willie,17X54 DRIFT BOAT,2020,new,17,6.58,,2019-10-10T07:41:14.000Z,aluminum,other,0,,,,,,Coos Bay,US,OR
7051634,https://www.boattrader.com/listing/2007-sea-ray-310-sundancer-103621207/,power,power-sportcruiser,Sea Ray,310 Sundancer,2007,used,31,10.42,14000,2019-04-17T06:47:54.000Z,fiberglass,gasoline,2,0,,,,79995,San Antonio,US,TX
7255084,https://www.boattrader.com/listing/2020-xpress-xp18cc-103703243/,power,power-bay,Xpress,XP18CC,2020,new,18,7.17,1045,2019-10-18T07:29:58.000Z,aluminum,gasoline,1,0,,,outboard,20999,Opelika,US,AL
7255075,https://www.boattrader.com/listing/2008-seaswirl-21-wac-103703241/,power,power-walk,Seaswirl,"21' WAC",2008,used,21,8.5,,2019-10-18T07:23:16.000Z,fiberglass,gasoline,1,200,,,outboard-4s,21950,Ruskin,US,FL
7147640,https://www.boattrader.com/listing/2020-aquila-36-103700273/,power,power-mega,Aquila,36,2020,new,36,,,2019-07-15T06:44:55.000Z,fiberglass,gasoline,2,700,,,outboard,,St. Petersburg,US,FL
