id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,totalHP,maxEngineYear,minEngineYear,engineCategory,price,sellerId,country,state
6512612,https://www.boattrader.com/listing/1988-pace-covertible-103181988/,power,power-convertible,Pace,Covertible,1988,used,40,14,,2017-10-28T08:21:21.000Z,fiberglass,gasoline,2,870,2004,2004,inboard,39000,17181,US,NY
6831490,https://www.boattrader.com/listing/2011-carolina-skiff-23-ultra-elite-ss-103405858/,power,power-saltfish,Carolina Skiff,23 Ultra Elite SS,2011,used,23,8.33,2800,2018-09-04T14:53:51.000Z,fiberglass,gasoline,1,250,2011,2011,outboard-4s,32900,5329,US,MD
6885628,https://www.boattrader.com/listing/2019-blue-wave-2800-pure-hybrid-103443398/,power,power-center,Blue Wave,2800 Pure Hybrid,2019,new,27.16,9.17,3650,2018-10-23T10:12:07.000Z,fiberglass,gasoline,2,400,,,multiple,119980,12680,US,AL
7008035,https://www.boattrader.com/listing/2019-glastron-gt180-103522070/,power,power-runabout,Glastron,GT180,2019,new,17.83,7.42,2010,2019-03-06T14:20:55.000Z,other,other,1,0,,,outboard-4s,29388,12942,US,MI
7200589,https://www.boattrader.com/listing/2012-mastercraft-x-30-103663299/,power,power-skiwake,Mastercraft,X-30,2012,used,23.33,8.5,,2019-08-30T09:39:59.000Z,fiberglass,gasoline,1,320,,,,59000,35081,US,FL
7198204,https://www.boattrader.com/listing/2017-monterey-217br-103666401/,power,power-other,Monterey,217BR,2017,used,21,8.5,3900,2019-08-28T10:39:33.000Z,other,gasoline,1,250,,,outboard,40969,44203,US,FL
7202585,https://www.boattrader.com/listing/1987-sea-ray-268-sundancer-103664624/,power,power-cuddy,Sea Ray,268 Sundancer,1987,used,26,8.75,,2019-09-02T16:07:44.000Z,fiberglass,gasoline,1,0,,,inboard-outboard,6995,5867,US,MD
6851717,https://www.boattrader.com/listing/2019-glastron-gtd-180-103419524/,power,power-deck,Glastron,GTD 180,2019,new,20,8,2475,2018-09-21T12:22:53.000Z,other,gasoline,1,115,,,outboard-4s,30388,12942,US,MI
6772213,https://www.boattrader.com/listing/2019-glastron-gtd-205-103359931/,power,power-bowrider,Glastron,GTD 205,2019,new,20,8.5,3800,2018-07-11T14:48:06.000Z,fiberglass,gasoline,1,250,,,inboard-outboard,43688,12942,US,MI
7195391,https://www.boattrader.com/listing/2001-cobalt-226-103659420/,power,power-bowrider,Cobalt,226,2001,used,22,8.5,,2019-08-26T07:40:37.000Z,other,other,1,0,,,,21995,46741,US,MN
7243080,https://www.boattrader.com/listing/2008-pathfinder-pathfinder-2200-te-103695412/,power,power-bay,Pathfinder,Pathfinder 2200 TE,2008,used,22,,,2019-10-07T13:25:19.000Z,fiberglass,other,1,200,,,outboard,31900,266477,US,FL
6853285,https://www.boattrader.com/listing/2019-bennington-21-slx-103420554/,power,power-pontoon,Bennington,21 SLX,2019,new,20.33,8.5,,2018-09-24T08:51:01.000Z,aluminum,gasoline,1,50,,,outboard,25488,12942,US,MI
7145069,https://www.boattrader.com/listing/2014-supra-sc450-103622952/,power,power-skiwake,Supra,SC450,2014,used,21.66,8,,2019-07-11T15:19:13.000Z,fiberglass,other,1,450,,,,68500,35081,US,FL
7068006,https://www.boattrader.com/listing/2019-chaparral-21-h2o-sport-103567584/,power,power-bowrider,Chaparral,21 H2O Sport,2019,new,21,8.33,3100,2019-04-30T12:39:13.000Z,fiberglass,gasoline,1,150,2019,2019,outboard,45698,5162,US,OH
7215494,https://www.boattrader.com/listing/2003-crownline-270-br-103674838/,power,power-bowrider,Crownline,270 BR,2003,used,27,8.42,,2019-09-12T06:55:57.000Z,fiberglass,gasoline,1,260,,,inboard-outboard,19995,5867,US,MD
7231082,https://www.boattrader.com/listing/1998-sea-ray-450-sundancer-103711059/,power,power-expresscruiser,Sea Ray,450 Sundancer,1998,used,45.5,13.75,23500,2019-09-26T08:51:14.000Z,fiberglass,diesel,2,0,1998,1998,inboard,94900,27713,US,FL
6851710,https://www.boattrader.com/listing/2019-glastron-gts-205-103419518/,power,power-bowrider,Glastron,GTS 205,2019,new,20.41,8,1365,2018-09-21T12:19:38.000Z,fiberglass,gasoline,1,250,,,inboard-outboard,43988,12942,US,MI
7246522,https://www.boattrader.com/listing/2020-yamaha-boats-195s-103697740/,power,power-jet,Yamaha Boats,195S,2020,new,19,8.17,2509,2019-10-10T08:06:37.000Z,fiberglass,gasoline,1,0,,,inboard,,21312,US,GA
7119449,https://www.boattrader.com/listing/2018-boston-whaler-150-montauk-103605240/,power,power-center,Boston Whaler,150 Montauk,2018,used,15,,,2019-06-18T12:40:02.000Z,fiberglass,gasoline,1,60,,,outboard,31000,245380,US,FL
6848408,https://www.boattrader.com/listing/2019-avalon-gs-cruise-ii-21--103417330/,power,power-pontoon,Avalon,"GS Cruise II 21'",2019,new,21.41,8.42,1850,2018-09-19T09:21:03.000Z,fiberglass,gasoline,1,115,,,outboard-4s,33990,12680,US,AL
5606538,https://www.boattrader.com/listing/2015-grady-white-canyon-306-103696008/,power,power-center,Grady-White,Canyon 306,2015,used,30,,,2016-01-15T11:19:49.000Z,fiberglass,gasoline,2,600,,,outboard-4s,171200,35215,US,DE
7002550,https://www.boattrader.com/listing/2019-avalon-gs-quad-fish-21--103518163/,power,power-pontoon,Avalon,"GS Quad Fish 21'",2019,new,21.5,8.42,1850,2019-02-28T14:44:47.000Z,aluminum,gasoline,1,115,,,outboard-4s,36990,12680,US,AL
7175727,https://www.boattrader.com/listing/2010-sea-ray-220-sundeck-103647254/,power,power-other,Sea Ray,220 Sundeck,2010,used,22,8.33,4776,2019-08-07T13:35:09.000Z,fiberglass,gasoline,1,260,,,,31954,44173,US,FL
7002553,https://www.boattrader.com/listing/2019-avalon-gs-quad-fish-21--103518166/,power,power-pontoon,Avalon,"GS Quad Fish 21'",2019,new,21.42,8.5,1850,2019-02-28T14:49:03.000Z,aluminum,gasoline,1,115,,,outboard-4s,38590,12680,US,AL
7234689,https://www.boattrader.com/listing/2018-boston-whaler-240-dauntless-pro-103696178/,power,power-sportfish,Boston Whaler,240 Dauntless Pro,2018,used,24,8.5,3300,2019-09-30T08:26:02.000Z,fiberglass,gasoline,1,350,,,outboard,117883,44173,US,FL
7223685,https://www.boattrader.com/listing/2020-boston-whaler-330-outrage-103706261/,power,power-sportfish,Boston Whaler,330 Outrage,2020,new,33,10.17,9000,2019-09-19T11:34:40.000Z,fiberglass,gasoline,2,600,,,outboard,,44227,US,CT
7021764,https://www.boattrader.com/listing/2019-bennington-22ssbxp-103532429/,power,power-pontoon,Bennington,22SSBXP,2019,new,21.33,8.5,,2019-03-19T09:40:14.000Z,aluminum,gasoline,1,0,,,outboard,39788,12942,US,MI
7151947,https://www.boattrader.com/listing/2001-sea-ray-310-sundancer-103627641/,power,power-cruiser,Sea Ray,310 Sundancer,2001,used,31,11.17,12000,2019-07-18T13:44:45.000Z,fiberglass,gasoline,2,500,,,,64900,28803,US,GA
7264967,https://www.boattrader.com/listing/1992-white-water-32-center-console-103711160/,power,power-center,White Water,32 Center Console,1992,used,32,,,2019-10-28T11:36:07.000Z,fiberglass,,0,,,,,55000,269094,US,FL
6848428,https://www.boattrader.com/listing/2019-avalon-lsz-cruise-22--103417338/,power,power-pontoon,Avalon,"LSZ Cruise 22'",2019,new,21.41,8.42,1800,2018-09-19T09:32:47.000Z,aluminum,gasoline,1,150,,,outboard,41990,12680,US,AL
6226393,https://www.boattrader.com/listing/2018-four-winns-vista-355-103282689/,power,power-expresscruiser,Four Winns,Vista 355,2018,new,35,11.5,13850,2017-05-05T13:39:11.000Z,fiberglass,diesel,2,440,2018,2018,inboard-outboard,299807,5096,US,WA
7184701,https://www.boattrader.com/listing/1991-grady-white-20-overnighter-103652177/,power,power-walk,Grady-White,20 Overnighter,1991,used,20,8.5,,2019-08-16T08:23:00.000Z,fiberglass,gasoline,1,200,,,outboard,9995,5867,US,MD
6975823,https://www.boattrader.com/listing/2019-bennington-22ssbxp-103500800/,power,power-pontoon,Bennington,22SSBXP,2019,new,21.33,8.5,2196,2019-02-01T15:25:12.000Z,other,other,1,115,,,outboard-4s,39788,12942,US,MI
6791868,https://www.boattrader.com/listing/1969-chris-craft-commander-23-103377301/,power,power-antique,Chris-Craft,Commander 23,1969,used,23,8,4324,2018-07-31T14:32:25.000Z,fiberglass,gasoline,1,300,1969,1969,inboard,42000,21317,US,MI
7223564,https://www.boattrader.com/listing/2020-chaparral-300-osx-103680516/,power,power-bowrider,Chaparral,300 OSX,2020,new,30.5,9.5,8900,2019-09-19T10:35:21.000Z,fiberglass,gasoline,2,600,2019,2019,outboard,290044,6280,US,SC
7068696,https://www.boattrader.com/listing/2020-grady-white-freedom-235-103568052/,power,power-sportfish,Grady-White,Freedom 235,2020,new,23,8.5,4050,2019-05-01T08:37:14.000Z,fiberglass,gasoline,1,300,,,outboard,,44127,US,FL
7228123,https://www.boattrader.com/listing/1996-grady-white-adventure-208-103683698/,power,power-walk,Grady-White,Adventure 208,1996,used,20,8.33,,2019-09-24T08:40:15.000Z,fiberglass,gasoline,1,175,,,outboard,11995,5867,US,MD
7264755,https://www.boattrader.com/listing/2016-war-eagle-861-predator-103711161/,power,power-aluminum,War Eagle,861 Predator,2016,used,18.42,7.42,,2019-10-28T09:08:27.000Z,aluminum,gasoline,1,115,2016,2016,outboard,19995,35250,US,GA
6920230,https://www.boattrader.com/listing/2019-bennington-22-ssrx-103463260/,power,power-pontoon,Bennington,22 SSRX,2019,new,21.33,8.5,2196,2018-11-26T12:47:08.000Z,other,gasoline,1,60,,,outboard,28988,12942,US,MI
6712235,https://www.boattrader.com/listing/2015-sea-ray-l650-fly-103321199/,power,power-motor,Sea Ray,L650 Fly,2015,used,65,17.17,80500,2018-05-14T13:52:19.000Z,fiberglass,diesel,2,2300,,,inboard,1590000,21315,US,SC
7175236,https://www.boattrader.com/listing/2015-scout-175-sport-fish-103648953/,power,power-center,Scout,175 Sport Fish,2015,used,17.42,7.42,1260,2019-08-07T08:16:37.000Z,composite,gasoline,1,90,,,outboard,22999,63085,US,MD
7115654,https://www.boattrader.com/listing/2008-sailfish-218-cc-103602517/,power,power-saltfish,Sailfish,218 CC,2008,used,21.25,8.5,3000,2019-06-14T10:14:37.000Z,fiberglass,gasoline,1,150,,,outboard-4s,33999,5329,US,MD
7264926,https://www.boattrader.com/listing/2018-sweetwater-8522-fc-103711154/,power,power-pontoon,Sweetwater,8522 FC,2018,used,22,8.5,,2019-10-28T11:11:21.000Z,aluminum,gasoline,1,90,2018,2018,,25900,12531,US,MI
7261717,https://www.boattrader.com/listing/2002-shamrock-270-mackinaw-103708873/,power,power-saltfish,Shamrock,270 Mackinaw,2002,used,28.83,9.25,7800,2019-10-24T13:48:21.000Z,fiberglass,diesel,1,0,,,inboard,59000,5329,US,MD
7195656,https://www.boattrader.com/listing/2007-edgewater-170cc-103659624/,power,power-saltfish,Edgewater,170CC,2007,used,16.83,7.25,1700,2019-08-26T11:09:54.000Z,fiberglass,gasoline,1,115,,,outboard-4s,19900,5329,US,MD
7264962,https://www.boattrader.com/listing/2020-tahoe-t16-103711156/,power,power-runabout,Tahoe,T16,2020,new,16.5,7.5,,2019-10-28T11:32:16.000Z,fiberglass,gasoline,1,75,,,outboard,20710,12945,US,GA
6715526,https://www.boattrader.com/listing/2019-bennington-sx20-103321211/,power,power-pontoon,Bennington,SX20,2019,new,20,8.5,,2018-05-17T07:26:13.000Z,aluminum,gasoline,1,90,,,outboard-4s,32587,35081,US,FL
7245413,https://www.boattrader.com/listing/2012-edgewater-205cc-103697037/,power,power-saltfish,Edgewater,205CC,2012,used,20.5,8.5,2500,2019-10-09T10:58:04.000Z,fiberglass,gasoline,1,150,,,,38000,5329,US,MD
6915679,https://www.boattrader.com/listing/2019-lund-lx220-fish-and-cruise-103460586/,power,power-pontoon,Lund,LX220 Fish and Cruise,2019,new,23.41,8.5,,2018-11-20T08:58:09.000Z,other,other,1,60,,,outboard,29988,12942,US,MI
7203130,https://www.boattrader.com/listing/2017-robalo-246-cayman-103664855/,power,power-bay,Robalo,246 Cayman,2017,used,24.5,9,,2019-09-03T08:57:16.000Z,fiberglass,gasoline,1,300,,,outboard,69000,261030,US,FL
7264961,https://www.boattrader.com/listing/2020-bayliner-170-bowrider-103711155/,power,power-bowrider,Bayliner,170 Bowrider,2020,new,17.5,6.92,1753,2019-10-28T11:31:46.000Z,fiberglass,gasoline,1,90,,,outboard-4s,26995,1065,US,CA
6748907,https://www.boattrader.com/listing/2018-four-winns-vista-355-103343744/,power,power-expresscruiser,Four Winns,Vista 355,2018,used,35,11.5,13850,2018-06-17T11:18:53.000Z,fiberglass,diesel,2,440,2018,2018,inboard-outboard,299807,5096,US,WA
7132432,https://www.boattrader.com/listing/2003-albemarle-41-express-fisherman-103614261/,power,power-sportfish,Albemarle,41 Express Fisherman,2003,used,41,15.75,35000,2019-06-29T08:09:22.000Z,fiberglass,gasoline,2,1420,2005,2005,inboard,165000,18097,US,SC
7217068,https://www.boattrader.com/listing/2020-yamaha-boats-ar190-103675917/,power,power-skiwake,Yamaha Boats,AR190,2020,new,20,8.5,,2019-09-13T07:37:04.000Z,other,gasoline,0,,,,,33299,5680,US,FL
7193256,https://www.boattrader.com/listing/2020-yamaha-boats-ar190-103657803/,power,power-bowrider,Yamaha Boats,AR190,2020,new,19,8,,2019-08-23T11:09:31.000Z,fiberglass,gasoline,1,0,,,,33299,5680,US,FL
7213289,https://www.boattrader.com/listing/2013-wellcraft-290-coastal-103673306/,power,power-saltfish,Wellcraft,290 Coastal,2013,used,29,10.42,8735,2019-09-10T15:29:58.000Z,fiberglass,gasoline,2,600,2016,2016,outboard,149000,59400,US,WA
7263965,https://www.boattrader.com/listing/2012-cherubini-classic-24-103710491/,power,power-cruiser,Cherubini,Classic 24,2012,used,24,7.33,4500,2019-10-26T14:21:20.000Z,fiberglass,gasoline,1,320,,,inboard-outboard,119000,43374,US,NJ
7226962,https://www.boattrader.com/listing/2007-sun-tracker-party-cruiser-32-regency-edition-103682934/,power,power-pontoon,Sun Tracker,PARTY CRUISER 32 Regency Edition,2007,used,32,8.5,4425,2019-09-23T09:06:41.000Z,aluminum,gasoline,1,135,2006,2006,outboard-2s,28000,6008,US,LA
6864616,https://www.boattrader.com/listing/2019-boston-whaler-270-vantage-103434378/,power,power-sportfish,Boston Whaler,270 Vantage,2019,new,27,9,5200,2018-10-04T07:07:17.000Z,fiberglass,gasoline,2,500,,,outboard,,44103,US,FL
7202238,https://www.boattrader.com/listing/2019-glastron-gtd225-103664416/,power,power-runabout,Glastron,GTD225,2019,new,22.33,8,,2019-09-02T07:48:49.000Z,other,other,1,300,,,other,48999,12942,US,MI
6915670,https://www.boattrader.com/listing/2019-lund-lx220-fish-and-cruise-103460577/,power,power-pontoon,Lund,LX220 Fish and Cruise,2019,new,23.41,8.5,,2018-11-20T08:51:08.000Z,other,other,1,200,,,outboard,29988,12942,US,MI
7261207,https://www.boattrader.com/listing/2020-alumacraft-mv-1756-aw-cc-103708477/,power,power-fresh,Alumacraft,MV 1756 AW CC,2020,new,17,6.92,895,2019-10-24T08:30:22.000Z,aluminum,other,1,0,,,,19995,37214,US,FL
6975132,https://www.boattrader.com/listing/2019-sailfish-270-cc-103500301/,power,power-sportfish,Sailfish,270 CC,2019,new,26,9,6700,2019-02-01T07:04:51.000Z,fiberglass,gasoline,2,400,,,outboard,,44179,US,OH
7169443,https://www.boattrader.com/listing/1987-boston-whaler-outrage-18-103639985/,power,power-center,Boston Whaler,Outrage 18,1987,used,18,,,2019-08-03T12:30:07.000Z,fiberglass,,0,,,,,26500,254601,US,FL
7264708,https://www.boattrader.com/listing/2018-seavee-340z-103710939/,power,power-center,SeaVee,340Z,2018,used,34,10,,2019-10-28T08:31:38.000Z,fiberglass,gasoline,1,350,,,outboard,352499,269066,US,FL
7193005,https://www.boattrader.com/listing/2020-yamaha-boats-ar195-103657604/,power,power-bowrider,Yamaha Boats,AR195,2020,new,19,8,,2019-08-23T08:44:43.000Z,other,gasoline,1,0,,,,38999,5680,US,FL
7264955,https://www.boattrader.com/listing/2016-regulator-28-103711152/,power,power-center,Regulator,28,2016,used,28,9.42,8260,2019-10-28T11:28:02.000Z,fiberglass,gasoline,2,600,,,outboard,218900,28128,US,NC
6987173,https://www.boattrader.com/listing/2019-bennington--22gcw-103508079/,power,power-pontoon,Bennington,22GCW,2019,new,25,8.5,,2019-02-13T11:52:24.000Z,aluminum,gasoline,1,175,,,outboard-4s,59824,35081,US,FL
7207509,https://www.boattrader.com/listing/1996-doral-270-sc-103672281/,power,power-expresscruiser,Doral,270 Sc,1996,used,27,8.5,,2019-09-06T11:59:05.000Z,fiberglass,gasoline,1,310,1996,1996,inboard-outboard,22900,14260,US,MI
7256955,https://www.boattrader.com/listing/2011-azimut-53-fly-bridge-103707879/,power,power-flybridge,Azimut,"53' FLY BRIDGE",2011,used,54.75,15.5,,2019-10-21T05:39:29.000Z,fiberglass,diesel,2,1480,,,inboard,689000,164174,US,FL
7193090,https://www.boattrader.com/listing/2020-yamaha-boats-242xe-103657663/,power,power-bowrider,Yamaha Boats,242XE,2020,new,24,8,,2019-08-23T09:29:33.000Z,fiberglass,gasoline,1,0,,,,79399,5680,US,FL
7162598,https://www.boattrader.com/listing/2020-sea-ray-sdx-270-outboard-103711057/,power,power-other,Sea Ray,SDX 270 Outboard,2020,new,27,,,2019-07-29T09:54:00.000Z,fiberglass,gasoline,1,300,,,outboard,,44189,US,NJ
7264594,https://www.boattrader.com/listing/2009-sea-ray-43-sundancer-103710866/,power,power-sportcruiser,Sea Ray,43 Sundancer,2009,used,47,14,28500,2019-10-28T06:18:51.000Z,fiberglass,diesel,2,918,,,inboard,339900,44175,US,FL
7198224,https://www.boattrader.com/listing/2020-boston-whaler-170-montauk-103706876/,power,power-sportfish,Boston Whaler,170 Montauk,2020,new,17,7.25,1700,2019-08-28T10:53:32.000Z,fiberglass,gasoline,1,115,,,outboard,,44183,US,FL
6859346,https://www.boattrader.com/listing/2019-bennington-22-ssx-103424721/,power,power-pontoon,Bennington,22 SSX,2019,new,22,8,,2018-09-28T14:03:20.000Z,aluminum,gasoline,1,115,,,outboard-4s,41349,35081,US,FL
6873787,https://www.boattrader.com/listing/2020-scout-255-dorado-103462715/,power,power-sportfish,Scout,255 Dorado,2020,new,25,8.92,5258,2018-10-12T08:38:20.000Z,fiberglass,gasoline,2,300,,,outboard,,44125,US,NY
7264951,https://www.boattrader.com/listing/2000-boston-whaler-13-sport-103711147/,power,power-runabout,Boston Whaler,13 Sport,2000,used,13,5.92,580,2019-10-28T11:26:02.000Z,fiberglass,gasoline,1,25,,,outboard-4s,9995,6367,US,NC
7264870,https://www.boattrader.com/listing/2016-aquila-44-103711075/,power,power-pcatamaran,Aquila,44,2016,used,44,22,,2019-10-28T10:40:49.000Z,fiberglass,diesel,2,600,,,inboard,720000,269077,US,FL
7227211,https://www.boattrader.com/listing/2013-princess-v62-103711139/,power,power-motor,Princess,V62,2013,used,62,16.42,,2019-09-23T11:46:02.000Z,fiberglass,diesel,2,2300,,,inboard,1099000,31334,US,FL
7262952,https://www.boattrader.com/listing/2005-beneteau-swift-trawler-42-103709734/,power,power-trawler,Beneteau,Swift Trawler 42,2005,used,42,13.92,,2019-10-25T10:18:38.000Z,fiberglass,diesel,0,,,,,239000,5705,US,MI
7264829,https://www.boattrader.com/listing/2006-action-craft-1820-103711148/,power,power-center,Action Craft,1820,2006,used,18,7,975,2019-10-28T10:03:01.000Z,fiberglass,gasoline,1,150,,,outboard-4s,17455,259857,US,FL
7120239,https://www.boattrader.com/listing/2007-contender-31-cuddy-103607508/,power,power-sportfish,Contender,31 Cuddy,2007,used,31,9.33,5400,2019-06-19T06:48:03.000Z,fiberglass,gasoline,2,500,2007,2007,outboard-4s,119000,51034,US,RI
7123584,https://www.boattrader.com/listing/2020-boston-whaler-230-vantage-103670572/,power,power-sportfish,Boston Whaler,230 Vantage,2020,new,23,8.5,5500,2019-06-21T11:49:37.000Z,fiberglass,gasoline,1,250,,,outboard,,44115,US,FL
7062392,https://www.boattrader.com/listing/2019-boston-whaler-190-montauk-103563295/,power,power-sportfish,Boston Whaler,190 Montauk,2019,new,19,8,2000,2019-04-25T09:01:21.000Z,fiberglass,gasoline,1,150,,,outboard,,44125,US,NY
7193067,https://www.boattrader.com/listing/2020-yamaha-boats-ar190-103657645/,power,power-bowrider,Yamaha Boats,AR190,2020,new,19,8,,2019-08-23T09:16:38.000Z,fiberglass,gasoline,1,0,,,,33299,5680,US,FL
7025407,https://www.boattrader.com/listing/1989-hatteras-72-motor-yacht-103535205/,power,power-motor,Hatteras,72 Motor Yacht,1989,used,72,18.67,86000,2019-03-22T06:05:19.000Z,fiberglass,diesel,2,1600,,,inboard,695000,44117,US,AL
7264842,https://www.boattrader.com/listing/2016-sailfish-center-console-103711133/,power,power-center,Sailfish,Center Console,2016,used,29,9,,2019-10-28T10:15:25.000Z,fiberglass,gasoline,2,600,2016,2016,multiple,130000,16891,US,MA
7181122,https://www.boattrader.com/listing/2007-sea-ray-340-sundancer-103649678/,power,power-sportcruiser,Sea Ray,340 Sundancer,2007,used,34,12,15500,2019-08-13T07:51:11.000Z,fiberglass,gasoline,2,740,,,inboard,129000,44103,US,FL
7051566,https://www.boattrader.com/listing/2016-sea-ray-260-sundancer-103656600/,power,power-sportcruiser,Sea Ray,260 Sundancer,2016,used,26,,,2019-04-17T06:46:42.000Z,fiberglass,gasoline,1,0,,,,79680,232200,US,TX
7073066,https://www.boattrader.com/listing/2018-crownline-e21xs-103572598/,power,power-bowrider,Crownline,E21XS,2018,used,21,8.5,4060,2019-05-05T10:31:58.000Z,fiberglass,gasoline,1,150,2018,2018,outboard,34999,54269,US,FL
7073155,https://www.boattrader.com/listing/2018-crownline-e21xs-103572664/,power,power-bowrider,Crownline,E21XS,2018,used,21,8.5,,2019-05-05T13:51:51.000Z,fiberglass,gasoline,1,150,2018,2018,,36999,54269,US,FL
6849906,https://www.boattrader.com/listing/2019-sea-ray-spx-210-outboard-103465060/,power,power-other,Sea Ray,SPX 210 Outboard,2019,new,21,,,2018-09-20T10:26:04.000Z,fiberglass,gasoline,1,150,,,outboard,,44175,US,FL
7171424,https://www.boattrader.com/listing/2015-nautique-g23-103641577/,power,power-skiwake,Nautique,G23,2015,used,23,8.5,5400,2019-08-05T11:10:28.000Z,fiberglass,gasoline,1,550,,,inboard,113900,34439,US,AZ
7050439,https://www.boattrader.com/listing/2011-sabre-54-flybridge-103554571/,power,power-flybridge,Sabre,54 Flybridge,2011,used,54,16,,2019-04-16T06:13:48.000Z,fiberglass,diesel,2,1477,2011,2011,inboard,995000,16981,US,FL
6850017,https://www.boattrader.com/listing/2020-azimut-a45-103674002/,power,power-mega,Azimut,A45,2020,new,43,13.92,34171,2018-09-20T11:28:08.000Z,fiberglass,diesel,2,870,,,inboard,,44177,US,FL
7264259,https://www.boattrader.com/listing/2016-malibu-wakesetter-25-lsv-103710688/,power,power-skiwake,Malibu,Wakesetter 25 LSV,2016,used,25,8.5,,2019-10-27T16:08:44.000Z,fiberglass,gasoline,1,450,,,inboard,95000,109611,US,TX
7029479,https://www.boattrader.com/listing/2020-azimut-72-flybridge-103686681/,power,power-mega,Azimut,72 Flybridge,2020,new,72,,,2019-03-26T12:27:06.000Z,fiberglass,diesel,2,2800,,,inboard,,44155,US,FL
7222407,https://www.boattrader.com/listing/2007-sea-ray-290-sundancer-103688517/,power,power-sportcruiser,Sea Ray,290 Sundancer,2007,used,29,9.5,9250,2019-09-18T13:05:25.000Z,fiberglass,gasoline,2,520,,,,56641,44095,US,NJ
7193276,https://www.boattrader.com/listing/2020-yamaha-boats-242xe-103657821/,power,power-jet,Yamaha Boats,242XE,2020,new,24,8,,2019-08-23T11:22:05.000Z,fiberglass,gasoline,1,0,,,,79399,5680,US,FL
7149484,https://www.boattrader.com/listing/2016-carolina-skiff-17-dlx-103625906/,power,power-center,Carolina Skiff,17 DLX,2016,used,16.92,6.33,1125,2019-07-16T13:52:18.000Z,fiberglass,gasoline,1,70,,,outboard-4s,12500,3384,US,FL
7199509,https://www.boattrader.com/listing/2020-boston-whaler-130-super-sport-103703309/,power,power-sportfish,Boston Whaler,130 Super Sport,2020,new,13,5.83,695,2019-08-29T11:07:43.000Z,fiberglass,gasoline,1,40,,,outboard,,44111,US,GA
7215880,https://www.boattrader.com/listing/2006-tiara-4300-sovran-103675090/,power,power-sportcruiser,Tiara,4300 Sovran,2006,used,43,14.75,26800,2019-09-12T10:49:02.000Z,fiberglass,diesel,2,370,2006,2006,,259000,42789,US,MI
7130585,https://www.boattrader.com/listing/2020-yamaha-boats-275se-103612916/,power,power-jet,Yamaha Boats,275SE,2020,new,27,9,,2019-06-27T13:07:15.000Z,fiberglass,gasoline,2,0,,,,114999,5680,US,FL
7264617,https://www.boattrader.com/listing/2020-malibu-wakesetter-lsv-23-103710887/,power,power-skiwake,Malibu,Wakesetter Lsv 23,2020,used,23,8.5,5100,2019-10-28T06:46:22.000Z,fiberglass,gasoline,0,,,,,94900,34411,US,MA
7075332,https://www.boattrader.com/listing/2017-ranger-z-519-103574312/,power,power-bass,Ranger,Z 519,2017,used,19.5,7.92,1625,2019-05-07T16:19:30.000Z,fiberglass,gasoline,1,225,2017,2017,outboard,47995,6493,US,CA
6716723,https://www.boattrader.com/listing/2019-bennington-188sf-103321960/,power,power-pontoon,Bennington,188SF,2019,new,18,8,,2018-05-18T07:10:18.000Z,aluminum,gasoline,1,60,,,outboard-4s,23779,35081,US,FL
7175288,https://www.boattrader.com/listing/2019-nautique-super-air-nautique-g23-103644786/,power,power-skiwake,Nautique,Super Air Nautique G23,2019,used,23,8.5,5900,2019-08-07T08:49:40.000Z,fiberglass,gasoline,1,450,,,inboard,147900,34439,US,AZ
7263300,https://www.boattrader.com/listing/2018-sea-hunt-triton-210-103710002/,power,power-center,Sea Hunt,Triton 210,2018,used,21.08,8.17,,2019-10-25T14:42:14.000Z,fiberglass,gasoline,1,150,,,outboard,47000,268857,US,FL
7070871,https://www.boattrader.com/listing/2008-sunseeker-predator-62-103570776/,power,power-expresscruiser,Sunseeker,Predator 62,2008,used,62,16.33,,2019-05-03T06:34:06.000Z,fiberglass,diesel,2,2200,2008,2008,,699999,42789,US,MI
7264940,https://www.boattrader.com/listing/2011-formula-270-bowrider-103711141/,power,power-bowrider,Formula,270 Bowrider,2011,used,27,8.5,6200,2019-10-28T11:18:41.000Z,fiberglass,gasoline,1,425,,,inboard-outboard,69995,6009,US,NJ
7264897,https://www.boattrader.com/listing/2018-yamaha-boats-ar195-103711134/,power,power-jet,Yamaha Boats,AR195,2018,used,19,8,2302,2019-10-28T10:52:24.000Z,fiberglass,gasoline,1,250,2018,2018,inboard,33900,20815,US,FL
7130580,https://www.boattrader.com/listing/2020-yamaha-boats-275sd-103612913/,power,power-jet,Yamaha Boats,275SD,2020,new,27,9,,2019-06-27T13:03:24.000Z,fiberglass,gasoline,2,0,,,,129999,5680,US,FL
7215889,https://www.boattrader.com/listing/2019-contender-39-st-103675091/,power,power-center,Contender,39 ST,2019,used,39,10.83,15400,2019-09-12T10:51:59.000Z,fiberglass,gasoline,3,900,2019,2019,outboard-4s,399000,116702,US,FL
7023348,https://www.boattrader.com/listing/2016-sunseeker-75-yacht-103534385/,power,power-mega,Sunseeker,75 Yacht,2016,used,75,18.83,102294,2019-03-20T12:42:52.000Z,fiberglass,diesel,2,3100,,,inboard,2699000,42789,US,FL
