id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,city,country,state,zip
7193487,https://www.boattrader.com/listing/2019-skeeter-fx-series-103657986/,power,power-bass,Skeeter,FX Series,2019,new,21,,,2019-08-23T12:42:05.000Z,other,other,1,Mannford,US,OK,74044
7194165,https://www.boattrader.com/listing/2019-bayliner-deck-boat-103658593/,power,power-deck,Bayliner,Deck Boat,2019,new,20,,,2019-08-23T23:08:47.000Z,other,other,1,Durant,US,OK,74701
7144034,https://www.boattrader.com/listing/2020-bennington-22ssrxp-103622218/,power,power-pontoon,Bennington,22SSRXP,2020,used,1,102,,2019-07-10T23:31:04.000Z,other,other,1,Rochester,US,MN,55901
7205454,https://www.boattrader.com/listing/2020-bennington-23ssbxpsg-103668015/,power,power-pontoon,Bennington,23SSBXPSG,2020,used,25,,,2019-09-04T23:22:28.000Z,other,other,1,Rochester,US,MN,55901
7235487,https://www.boattrader.com/listing/2020-atx-24-type-s-phantom-edition-on-order-103689743/,power,power-other,ATX,24 Type-S Phantom Edition - On Order,2020,new,24,,,2019-09-30T23:35:25.000Z,other,other,1,Kingston,US,OK,73439
7239621,https://www.boattrader.com/listing/2020-yamaha-boats-exr-103693004/,power,power-pwc,Yamaha Boats,EXR,2020,used,10,,,2019-10-03T23:33:17.000Z,other,other,1,Rochester,US,MN,55901
7067697,https://www.boattrader.com/listing/2018-bennington-23sslx-103567326/,power,power-pontoon,Bennington,23SSLX,2018,used,1,102,,2019-04-30T10:12:53.000Z,other,other,1,Rochester,US,MN,55901
7193426,https://www.boattrader.com/listing/2019-bayliner-element-103657934/,power,power-bowrider,Bayliner,Element,2019,new,21,,,2019-08-23T12:41:55.000Z,other,other,1,Durant,US,OK,74701
7193437,https://www.boattrader.com/listing/2019-bayliner-bowrider-103657927/,power,power-bowrider,Bayliner,Bowrider,2019,new,19,,,2019-08-23T12:41:56.000Z,other,other,1,Durant,US,OK,74701
7166438,https://www.boattrader.com/listing/2006-bennington-2250rsi-103637850/,power,power-pontoon,Bennington,2250RSi,2006,used,24,,,2019-07-31T23:35:11.000Z,other,other,1,Rochester,US,MN,55901
7246083,https://www.boattrader.com/listing/2020-tige-zx-103697492/,power,power-skiwake,Tige,ZX,2020,new,25,,,2019-10-09T23:22:57.000Z,other,other,1,Oklahoma City,US,OK,73127
7218299,https://www.boattrader.com/listing/2001-larson-210-sei-fish-n-ski-103676885/,power,power-cruiser,Larson,210 SEI FISH N SKI,2001,used,19,,,2019-09-13T23:23:20.000Z,other,other,1,Rochester,US,MN,55901
7067441,https://www.boattrader.com/listing/2019-bennington-25rsfba-103567049/,power,power-pontoon,Bennington,25RSFBA,2019,used,27,102,,2019-04-30T10:07:41.000Z,other,other,1,Rochester,US,MN,55901
7180582,https://www.boattrader.com/listing/2019-suncatcher-x-series-103649399/,power,power-pontoon,SunCatcher,X Series,2019,new,24,,,2019-08-12T17:21:40.000Z,other,other,1,Oklahoma City,US,OK,73127
7218297,https://www.boattrader.com/listing/2017-berkshire-523-e-103676877/,power,power-pontoon,Berkshire,523 E,2017,used,24,,,2019-09-13T23:23:16.000Z,other,other,1,Rochester,US,MN,55901
7193467,https://www.boattrader.com/listing/2019-suncatcher-v-series-103657999/,power,power-pontoon,SunCatcher,V Series,2019,new,22,,,2019-08-23T12:42:03.000Z,other,other,1,Afton,US,OK,74331
7218295,https://www.boattrader.com/listing/2019-sea-doo-gti-se-103676884/,power,power-pwc,Sea-Doo,GTI SE,2019,used,133,,,2019-09-13T23:23:04.000Z,other,other,1,Rochester,US,MN,55901
7235486,https://www.boattrader.com/listing/2020-atx-24-type-s-on-order-103689744/,power,power-other,ATX,24 Type-S - On Order,2020,new,24,,,2019-09-30T23:35:25.000Z,other,other,1,Kingston,US,OK,73439
7235478,https://www.boattrader.com/listing/2020-atx-22-type-s-on-order-103689730/,power,power-other,ATX,22 Type-S - On Order,2020,new,22,,,2019-09-30T23:35:25.000Z,other,other,1,Kingston,US,OK,73439
7222750,https://www.boattrader.com/listing/1995-cruisers-3950-aft-cabin-103679995/,power,power-cruiser,Cruisers,3950 Aft Cabin,1995,used,39,14,,2019-09-18T23:28:02.000Z,other,other,1,Rochester,US,MN,55901
7149782,https://www.boattrader.com/listing/2020-bennington-23ssrxp-103626154/,power,power-pontoon,Bennington,23SSRXP,2020,used,1,102,,2019-07-16T23:50:21.000Z,other,other,1,Rochester,US,MN,55901
7205451,https://www.boattrader.com/listing/2020-bennington-23xsbxpsg-103668010/,power,power-pontoon,Bennington,23XSBXPSG,2020,used,25,,,2019-09-04T23:22:27.000Z,other,other,1,Rochester,US,MN,55901
7239622,https://www.boattrader.com/listing/2020-yamaha-boats-gp1800r-ho-103693007/,power,power-pwc,Yamaha Boats,GP1800R HO,2020,used,11,,,2019-10-03T23:33:17.000Z,other,other,1,Rochester,US,MN,55901
7195111,https://www.boattrader.com/listing/2019-suncatcher-v-series-103659267/,power,power-pontoon,SunCatcher,V Series,2019,new,22,,,2019-08-25T23:04:45.000Z,other,other,1,Oklahoma City,US,OK,73127
7144033,https://www.boattrader.com/listing/2020-bennington-23ssrxp-103622217/,power,power-pontoon,Bennington,23SSRXP,2020,used,1,102,,2019-07-10T23:31:04.000Z,other,other,1,Rochester,US,MN,55901
7166523,https://www.boattrader.com/listing/2015-berkshire-103637839/,power,power-pontoon,Berkshire,,2015,used,23,,,2019-07-31T23:36:00.000Z,other,other,1,Rochester,US,MN,55901
7194117,https://www.boattrader.com/listing/2005-pro-sports-2000-dual-console-103658572/,power,power-other,Pro Sports,2000 Dual Console,2005,new,20,,,2019-08-23T23:08:08.000Z,other,other,1,Kingston,US,OK,73439
7067324,https://www.boattrader.com/listing/2019-bennington-22ssrxp-103566961/,power,power-pontoon,Bennington,22SSRXP,2019,used,1,102,,2019-04-30T10:05:09.000Z,other,other,1,Rochester,US,MN,55901
7193465,https://www.boattrader.com/listing/2019-g3-bay-103657964/,power,power-bay,G3,BAY,2019,new,20,,,2019-08-23T12:42:03.000Z,other,other,1,Afton,US,OK,74331
7193766,https://www.boattrader.com/listing/2019-manitou-oasis-103658230/,power,power-pontoon,Manitou,Oasis,2019,new,23,,,2019-08-23T13:28:20.000Z,other,other,1,Kingston,US,OK,73439
7239606,https://www.boattrader.com/listing/2017-yamaha-boats-fx-cruiser-svho-103693013/,power,power-pwc,Yamaha Boats,FX Cruiser SVHO,2017,used,11,,,2019-10-03T23:33:08.000Z,other,other,1,Rochester,US,MN,55901
7239613,https://www.boattrader.com/listing/2017-monterey-224fs-103693024/,power,power-cruiser,Monterey,224FS,2017,used,23,102,,2019-10-03T23:33:16.000Z,other,other,1,Rochester,US,MN,55901
7165116,https://www.boattrader.com/listing/2019-yamaha-boats-exr-103636894/,power,power-pwc,Yamaha Boats,EXR,2019,used,123,,,2019-07-30T23:29:17.000Z,other,other,1,Rochester,US,MN,55901
7239588,https://www.boattrader.com/listing/2019-yamaha-boats-ar190-103693032/,power,power-cruiser,Yamaha Boats,AR190,2019,used,20,,,2019-10-03T23:32:42.000Z,other,other,1,Rochester,US,MN,55901
7235475,https://www.boattrader.com/listing/2020-tige-25zx-on-order-103689732/,power,power-other,Tige,25ZX - On Order,2020,new,25,,,2019-09-30T23:35:24.000Z,other,other,1,Kingston,US,OK,73439
7165096,https://www.boattrader.com/listing/2019-sea-doo-gtx230-103636832/,power,power-pwc,Sea-Doo,GTX230,2019,used,131,,,2019-07-30T23:29:07.000Z,other,other,1,Rochester,US,MN,55901
7141726,https://www.boattrader.com/listing/2005-misty-harbor-2080-cf-103620664/,power,power-cruiser,Misty Harbor,2080 CF,2005,used,20,,,2019-07-08T23:38:34.000Z,other,other,1,Rochester,US,MN,55901
7193499,https://www.boattrader.com/listing/2019-manitou-aurora-angler-le-103657998/,power,power-pontoon,Manitou,Aurora Angler LE,2019,new,20,,,2019-08-23T12:42:07.000Z,other,other,1,Mannford,US,OK,74044
7193493,https://www.boattrader.com/listing/2019-manitou-ses--103657988/,power,power-pontoon,Manitou,SES,2019,new,25,,,2019-08-23T12:42:06.000Z,other,other,1,Mannford,US,OK,74044
7239604,https://www.boattrader.com/listing/2020-yamaha-boats-ex-deluxe-103693015/,power,power-pwc,Yamaha Boats,EX Deluxe,2020,used,10,,,2019-10-03T23:33:06.000Z,other,other,1,Rochester,US,MN,55901
7239587,https://www.boattrader.com/listing/1990-maxum-2700-scr-103693036/,power,power-cruiser,Maxum,2700 SCR,1990,used,27,98,,2019-10-03T23:32:32.000Z,other,other,1,Rochester,US,MN,55901
7219050,https://www.boattrader.com/listing/2009-skeeter-20-i-103677472/,power,power-bass,Skeeter,20 I,2009,new,20,,,2019-09-14T23:14:58.000Z,other,other,1,Kingston,US,OK,73439
7067276,https://www.boattrader.com/listing/2019-alumacraft-edge-103566886/,power,power-fresh,Alumacraft,Edge,2019,used,19,95,,2019-04-30T10:04:09.000Z,other,other,1,Rochester,US,MN,55901
7180621,https://www.boattrader.com/listing/2013-ranger-z520-c-103649469/,power,power-other,Ranger,Z520 C,2013,new,20,,,2019-08-12T17:21:46.000Z,other,other,1,Oklahoma City,US,OK,73127
7194164,https://www.boattrader.com/listing/2019-skeeter-fx-series-103658576/,power,power-bass,Skeeter,FX Series,2019,new,21,,,2019-08-23T23:08:47.000Z,other,other,1,Durant,US,OK,74701
7138754,https://www.boattrader.com/listing/2001-maxum-1850nk-103618909/,power,power-cruiser,Maxum,1850NK,2001,used,18,,,2019-07-04T23:09:35.000Z,other,other,1,Rochester,US,MN,55901
7166511,https://www.boattrader.com/listing/2002-crownline-215ccr-103637829/,power,power-cruiser,Crownline,215CCR,2002,used,22,,,2019-07-31T23:35:54.000Z,other,other,1,Rochester,US,MN,55901
7193471,https://www.boattrader.com/listing/2019-aloha-paradise-series-x-32-103657969/,power,power-pontoon,Aloha,Paradise Series X-32,2019,new,32,,,2019-08-23T12:42:03.000Z,other,other,1,Afton,US,OK,74331
7107627,https://www.boattrader.com/listing/1989-carver-42-motor-yacht-103598368/,power,power-cruiser,Carver,42 Motor Yacht,1989,used,42,15,,2019-06-08T23:02:32.000Z,other,other,1,Rochester,US,MN,55901
7067424,https://www.boattrader.com/listing/2019-bennington-25rsbwa-103567021/,power,power-pontoon,Bennington,25RSBWA,2019,used,27,102,,2019-04-30T10:07:37.000Z,other,other,1,Rochester,US,MN,55901
7180580,https://www.boattrader.com/listing/2019-g3-sportsman-103649416/,power,power-fresh,G3,Sportsman,2019,new,17,,,2019-08-12T17:21:39.000Z,other,other,1,Oklahoma City,US,OK,73127
7180613,https://www.boattrader.com/listing/2019-yamaha-boats-212-103649277/,power,power-skiwake,Yamaha Boats,212,2019,new,21,,,2019-08-12T17:21:44.000Z,other,other,1,Oklahoma City,US,OK,73127
7235477,https://www.boattrader.com/listing/2020-tige-25zx-on-order-103689727/,power,power-other,Tige,25ZX - On Order,2020,new,25,,,2019-09-30T23:35:24.000Z,other,other,1,Kingston,US,OK,73439
7169922,https://www.boattrader.com/listing/1994-wellcraft-portofino-4350-103640309/,power,power-cruiser,Wellcraft,Portofino 4350,1994,used,43,146,,2019-08-04T23:23:19.000Z,other,other,1,Rochester,US,MN,55901
7213653,https://www.boattrader.com/listing/1992-sea-ray-330-sundancer-103673612/,power,power-cruiser,Sea Ray,330 Sundancer,1992,used,33,115,,2019-09-10T23:15:43.000Z,other,other,1,Rochester,US,MN,55901
7221466,https://www.boattrader.com/listing/2020-tige-22rzx-on-order-103679139/,power,power-other,Tige,22RZX - On Order,2020,new,22,,,2019-09-17T23:19:03.000Z,other,other,1,Kingston,US,OK,73439
7239598,https://www.boattrader.com/listing/2020-yamaha-boats-gp1800r-svho-103693039/,power,power-pwc,Yamaha Boats,GP1800R SVHO,2020,used,11,,,2019-10-03T23:33:00.000Z,other,other,1,Rochester,US,MN,55901
7067437,https://www.boattrader.com/listing/2019-bennington-23rsr-103567044/,power,power-pontoon,Bennington,23RSR,2019,used,25,102,,2019-04-30T10:07:40.000Z,other,other,1,Rochester,US,MN,55901
7166524,https://www.boattrader.com/listing/2020-monterey-224fs-bowrider-103637836/,power,power-cruiser,Monterey,224FS Bowrider,2020,used,23,,,2019-07-31T23:36:00.000Z,other,other,1,Rochester,US,MN,55901
7193476,https://www.boattrader.com/listing/2019-heyday-6-0l-pcm-crusader-409hp--103657979/,power,power-skiwake,Heyday,6.0L PCM CRUSADER (409HP),2019,new,25,,,2019-08-23T12:42:04.000Z,other,other,1,Afton,US,OK,74331
7194158,https://www.boattrader.com/listing/2019-bayliner-bowrider-103658589/,power,power-bowrider,Bayliner,Bowrider,2019,new,20,,,2019-08-23T23:08:45.000Z,other,other,1,Durant,US,OK,74701
7165119,https://www.boattrader.com/listing/2020-bennington-23spdxp-103636818/,power,power-pontoon,Bennington,23SPDXP,2020,used,1,,,2019-07-30T23:29:27.000Z,other,other,1,Rochester,US,MN,55901
7225526,https://www.boattrader.com/listing/2020-yamaha-boats-ar190-103682012/,power,power-cruiser,Yamaha Boats,AR190,2020,used,19,102,,2019-09-20T23:36:42.000Z,other,other,1,Rochester,US,MN,55901
7081553,https://www.boattrader.com/listing/2019-yamaha-boats-waverunner-vx-103579086/,power,power-pwc,Yamaha Boats,Waverunner VX,2019,new,11,,,2019-05-14T00:45:42.000Z,other,other,1,Oklahoma City,US,OK,73127
7067756,https://www.boattrader.com/listing/2019-bennington-22ssbxp-103567344/,power,power-pontoon,Bennington,22SSBXP,2019,used,24,102,,2019-04-30T10:13:38.000Z,other,other,1,Rochester,US,MN,55901
7180667,https://www.boattrader.com/listing/2015-yamaha-boats-sx-190-103649314/,power,power-other,Yamaha Boats,SX 190,2015,new,19,,,2019-08-12T17:21:52.000Z,other,other,1,Oklahoma City,US,OK,73127
7186344,https://www.boattrader.com/listing/1993-larson-hamton-103653406/,power,power-cruiser,Larson,Hamton,1993,used,25,86,,2019-08-17T23:18:59.000Z,other,other,1,Rochester,US,MN,55901
7239618,https://www.boattrader.com/listing/2020-yamaha-boats-ar190-103693003/,power,power-cruiser,Yamaha Boats,AR190,2020,used,19,98,,2019-10-03T23:33:17.000Z,other,other,1,Rochester,US,MN,55901
7239589,https://www.boattrader.com/listing/1999-lund-1700-pro-sport-103693031/,power,power-fresh,Lund,1700 Pro Sport,1999,used,17,,,2019-10-03T23:32:48.000Z,other,other,1,Rochester,US,MN,55901
7211844,https://www.boattrader.com/listing/2017-seaark-200-hybrid-103671399/,power,power-other,SeaArk,200 Hybrid,2017,new,22,,,2019-09-09T23:06:51.000Z,other,other,1,Kingston,US,OK,73439
7166410,https://www.boattrader.com/listing/2019-monterey-218ss-bowrider-103637809/,power,power-cruiser,Monterey,218SS BOWRIDER,2019,used,22,,,2019-07-31T23:34:54.000Z,other,other,1,Rochester,US,MN,55901
7230547,https://www.boattrader.com/listing/2020-skeeter-zx-series-103685277/,power,power-bass,Skeeter,ZX Series,2020,new,21,,,2019-09-25T23:33:42.000Z,other,other,1,Oklahoma City,US,OK,73127
7225524,https://www.boattrader.com/listing/2020-centurion-ri257-good-103682014/,power,power-cruiser,Centurion,Ri257 GOOD,2020,used,26,102,,2019-09-20T23:36:40.000Z,other,other,1,Rochester,US,MN,55901
7144026,https://www.boattrader.com/listing/2020-bennington-21ssbx-103622205/,power,power-pontoon,Bennington,21SSBX,2020,used,1,102,,2019-07-10T23:31:03.000Z,other,other,1,Rochester,US,MN,55901
7166526,https://www.boattrader.com/listing/2006-yamaha-boats-fx-cruiser-ho-103637877/,power,power-pwc,Yamaha Boats,FX Cruiser HO,2006,used,141,,,2019-07-31T23:36:00.000Z,other,other,1,Rochester,US,MN,55901
7193458,https://www.boattrader.com/listing/2019-bayliner-element-103657973/,power,power-bowrider,Bayliner,Element,2019,new,18,,,2019-08-23T12:42:02.000Z,other,other,1,Durant,US,OK,74701
7162179,https://www.boattrader.com/listing/1987-carver-36-aft-cabin-motoryacht-103634752/,power,power-cruiser,Carver,36 Aft Cabin Motoryacht,1987,used,36,126,,2019-07-28T23:10:07.000Z,other,other,1,Rochester,US,MN,55901
7166443,https://www.boattrader.com/listing/2000-sea-ray-270-sundancer-103637821/,power,power-cruiser,Sea Ray,270 Sundancer,2000,used,28,,,2019-07-31T23:35:15.000Z,other,other,1,Rochester,US,MN,55901
7235479,https://www.boattrader.com/listing/2020-atx-22-type-s-on-order-103689729/,power,power-other,ATX,22 Type-S - On Order,2020,new,22,,,2019-09-30T23:35:25.000Z,other,other,1,Kingston,US,OK,73439
7085851,https://www.boattrader.com/listing/2019-bennington-23rsb-103582196/,power,power-pontoon,Bennington,23RSB,2019,used,25,,,2019-05-17T04:26:50.000Z,other,other,1,Rochester,US,MN,55901
7166459,https://www.boattrader.com/listing/2004-sea-doo-rxp-215-103637816/,power,power-pwc,Sea-Doo,RXP 215,2004,used,131,,,2019-07-31T23:35:23.000Z,other,other,1,Rochester,US,MN,55901
7230546,https://www.boattrader.com/listing/2020-skeeter-zx-series-103685278/,power,power-bass,Skeeter,ZX Series,2020,new,21,,,2019-09-25T23:33:25.000Z,other,other,1,Mannford,US,OK,74044
7097591,https://www.boattrader.com/listing/2019-yamaha-boats-sx210-103590914/,power,power-cruiser,Yamaha Boats,SX210,2019,used,21,,,2019-05-30T04:20:15.000Z,other,other,1,Rochester,US,MN,55901
7165125,https://www.boattrader.com/listing/2019-yamaha-boats-gp1800r-103636810/,power,power-pwc,Yamaha Boats,GP1800R,2019,used,132,,,2019-07-30T23:29:36.000Z,other,other,1,Rochester,US,MN,55901
7166458,https://www.boattrader.com/listing/2005-sea-doo-180-challenger-103637883/,power,power-cruiser,Sea-Doo,180 Challenger,2005,used,18,,,2019-07-31T23:35:22.000Z,other,other,1,Rochester,US,MN,55901
7180600,https://www.boattrader.com/listing/2019-yamaha-boats-waverunner-ex-103649382/,power,power-pwc,Yamaha Boats,Waverunner EX,2019,new,8,,,2019-08-12T17:21:43.000Z,other,other,1,Oklahoma City,US,OK,73127
7079311,https://www.boattrader.com/listing/2019-bennington-25qxsport-103577463/,power,power-pontoon,Bennington,25QXSPORT,2019,used,1,102,,2019-05-10T23:03:43.000Z,other,other,1,Rochester,US,MN,55901
7239609,https://www.boattrader.com/listing/2018-yamaha-boats-ar195-103693028/,power,power-cruiser,Yamaha Boats,AR195,2018,used,20,,,2019-10-03T23:33:09.000Z,other,other,1,Rochester,US,MN,55901
7165059,https://www.boattrader.com/listing/2019-yamaha-boats-vx-cruiser-103636784/,power,power-pwc,Yamaha Boats,VX Cruiser,2019,used,132,,,2019-07-30T23:28:56.000Z,other,other,1,Rochester,US,MN,55901
7193485,https://www.boattrader.com/listing/2019-suncatcher-v-series-103657984/,power,power-pontoon,SunCatcher,V Series,2019,new,20,,,2019-08-23T12:42:05.000Z,other,other,1,Mannford,US,OK,74044
7067721,https://www.boattrader.com/listing/2019-bennington-21ssrcx-103567302/,power,power-pontoon,Bennington,21SSRCX,2019,used,1,102,,2019-04-30T10:12:56.000Z,other,other,1,Rochester,US,MN,55901
7157845,https://www.boattrader.com/listing/2000-sea-ray-210-br-signature-103631567/,power,power-cruiser,Sea Ray,210 BR Signature,2000,used,21,86,,2019-07-24T23:26:33.000Z,other,other,1,Rochester,US,MN,55901
7193434,https://www.boattrader.com/listing/2019-bayliner-bowrider-103657922/,power,power-bowrider,Bayliner,Bowrider,2019,new,19,,,2019-08-23T12:41:56.000Z,other,other,1,Durant,US,OK,74701
7165075,https://www.boattrader.com/listing/2019-yamaha-boats-exr-103636771/,power,power-pwc,Yamaha Boats,EXR,2019,used,123,,,2019-07-30T23:29:00.000Z,other,other,1,Rochester,US,MN,55901
7165120,https://www.boattrader.com/listing/2020-bennington-23spdxp-103636859/,power,power-pontoon,Bennington,23SPDXP,2020,used,1,,,2019-07-30T23:29:27.000Z,other,other,1,Rochester,US,MN,55901
7067325,https://www.boattrader.com/listing/2019-bennington-23gsr-103566960/,power,power-pontoon,Bennington,23GSR,2019,used,26,102,,2019-04-30T10:05:09.000Z,other,other,1,Rochester,US,MN,55901
7213652,https://www.boattrader.com/listing/2011-crownline-21ss-103673613/,power,power-cruiser,Crownline,21SS,2011,used,21,,,2019-09-10T23:15:37.000Z,other,other,1,Rochester,US,MN,55901
7241191,https://www.boattrader.com/listing/2020-alumacraft-prowler-103694207/,power,power-fresh,Alumacraft,Prowler,2020,new,17,,,2019-10-04T23:33:09.000Z,other,other,1,Durant,US,OK,74701
7067267,https://www.boattrader.com/listing/2019-alumacraft-competitor-103566893/,power,power-fresh,Alumacraft,Competitor,2019,used,17,87,,2019-04-30T10:04:06.000Z,other,other,1,Rochester,US,MN,55901
7180631,https://www.boattrader.com/listing/2019-yamaha-boats-waverunner-vx-103649321/,power,power-pwc,Yamaha Boats,Waverunner VX,2019,new,8,,,2019-08-12T17:21:47.000Z,other,other,1,Oklahoma City,US,OK,73127
7193474,https://www.boattrader.com/listing/2019-heyday-mercury-6-2l-370hp-v-drive--103657956/,power,power-skiwake,Heyday,MERCURY (6.2L 370HP V-DRIVE),2019,new,25,,,2019-08-23T12:42:04.000Z,other,other,1,Afton,US,OK,74331
7205452,https://www.boattrader.com/listing/2020-bennington-23sbrxpsg-103668013/,power,power-pontoon,Bennington,23SBRXPSG,2020,used,23,,,2019-09-04T23:22:27.000Z,other,other,1,Rochester,US,MN,55901
7239619,https://www.boattrader.com/listing/2020-yamaha-boats-gp1800r-ho-103693002/,power,power-pwc,Yamaha Boats,GP1800R HO,2020,used,11,,,2019-10-03T23:33:17.000Z,other,other,1,Rochester,US,MN,55901
7235476,https://www.boattrader.com/listing/2020-tige-25zx-on-order-103689728/,power,power-other,Tige,25ZX - On Order,2020,new,25,,,2019-09-30T23:35:24.000Z,other,other,1,Kingston,US,OK,73439
7201167,https://www.boattrader.com/listing/2020-yamaha-boats-ar240-103663754/,power,power-cruiser,Yamaha Boats,AR240,2020,used,24,,,2019-08-30T23:13:26.000Z,other,other,1,Rochester,US,MN,55901
7218298,https://www.boattrader.com/listing/2002-bayliner-160-capri-103676878/,power,power-cruiser,Bayliner,160 Capri,2002,used,16,,,2019-09-13T23:23:16.000Z,other,other,1,Rochester,US,MN,55901
7149783,https://www.boattrader.com/listing/2020-bennington-23ssrfbxp-103626153/,power,power-pontoon,Bennington,23SSRFBXP,2020,used,25,102,,2019-07-16T23:50:21.000Z,other,other,1,Rochester,US,MN,55901
7165124,https://www.boattrader.com/listing/2019-bennington-23spdxp-103636856/,power,power-pontoon,Bennington,23SPDXP,2019,used,1,,,2019-07-30T23:29:35.000Z,other,other,1,Rochester,US,MN,55901
7166454,https://www.boattrader.com/listing/2020-bennington-21ssbx-103637824/,power,power-pontoon,Bennington,21SSBX,2020,used,1,102,,2019-07-31T23:35:21.000Z,other,other,1,Rochester,US,MN,55901
7166460,https://www.boattrader.com/listing/2020-monterey-224fs-103637815/,power,power-cruiser,Monterey,224FS,2020,used,23,,,2019-07-31T23:35:23.000Z,other,other,1,Rochester,US,MN,55901
7067322,https://www.boattrader.com/listing/2019-bennington-20ssnpx-103566955/,power,power-pontoon,Bennington,20SSNPX,2019,used,1,102,,2019-04-30T10:05:08.000Z,other,other,1,Rochester,US,MN,55901
7082889,https://www.boattrader.com/listing/2019-yamaha-boats-waverunner-vx-103580160/,power,power-pwc,Yamaha Boats,Waverunner VX,2019,new,11,,,2019-05-15T01:26:29.000Z,other,other,1,Oklahoma City,US,OK,73127
7165112,https://www.boattrader.com/listing/2019-sea-doo-spark-3-up-w-sound-system-103636825/,power,power-pwc,Sea-Doo,SPARK 3 UP W/SOUND SYSTEM,2019,used,120,,,2019-07-30T23:29:15.000Z,other,other,1,Rochester,US,MN,55901
7166412,https://www.boattrader.com/listing/2019-monterey-218ss-bowrider-103637803/,power,power-cruiser,Monterey,218SS BOWRIDER,2019,used,22,,,2019-07-31T23:34:55.000Z,other,other,1,Rochester,US,MN,55901
7193438,https://www.boattrader.com/listing/2019-heyday-mercury-6-2l-370hp-v-drive--103657930/,power,power-skiwake,Heyday,MERCURY (6.2L 370HP V-DRIVE),2019,new,25,,,2019-08-23T12:41:57.000Z,other,other,1,Durant,US,OK,74701
7249204,https://www.boattrader.com/listing/2020-yamaha-boats-210-fsh-sport-103699610/,power,power-cruiser,Yamaha Boats,210 FSH Sport,2020,used,21,102,,2019-10-12T23:41:13.000Z,other,other,1,Rochester,US,MN,55901
7239597,https://www.boattrader.com/listing/2018-south-bay-523e-3-0-103693040/,power,power-pontoon,South Bay,523E 3.0,2018,used,25,,,2019-10-03T23:32:59.000Z,other,other,1,Rochester,US,MN,55901
7107624,https://www.boattrader.com/listing/2002-chaparral-280-signature-103598369/,power,power-cruiser,Chaparral,280 Signature,2002,used,28,10,,2019-06-08T23:02:32.000Z,other,other,1,Rochester,US,MN,55901
7144032,https://www.boattrader.com/listing/2020-bennington-23ssbxp-103622216/,power,power-pontoon,Bennington,23SSBXP,2020,used,25,102,,2019-07-10T23:31:03.000Z,other,other,1,Rochester,US,MN,55901
7219056,https://www.boattrader.com/listing/2011-sea-ray-205-sport-103677465/,power,power-other,Sea Ray,205 Sport,2011,new,20,,,2019-09-14T23:15:51.000Z,other,other,1,Oklahoma City,US,OK,73127
7144024,https://www.boattrader.com/listing/2020-bennington-23ssnpxapgp-103622208/,power,power-pontoon,Bennington,23SSNPXAPGP,2020,used,25,102,,2019-07-10T23:31:03.000Z,other,other,1,Rochester,US,MN,55901
7193500,https://www.boattrader.com/listing/2008-triton-dv18-magnum-103657994/,power,power-other,Triton,DV18 Magnum,2008,new,18,,,2019-08-23T12:42:07.000Z,other,other,1,Mannford,US,OK,74044
7076944,https://www.boattrader.com/listing/2019-suncatcher-v-series-103575492/,power,power-pontoon,SunCatcher,V Series,2019,new,22,,,2019-05-08T23:25:54.000Z,other,other,1,Oklahoma City,US,OK,73127
7067787,https://www.boattrader.com/listing/2019-bennington-22ssrxp-103567376/,power,power-pontoon,Bennington,22SSRXP,2019,used,1,102,,2019-04-30T10:13:55.000Z,other,other,1,Rochester,US,MN,55901
7193675,https://www.boattrader.com/listing/2019-g3-sportsman-103658170/,power,power-fresh,G3,Sportsman,2019,new,21,,,2019-08-23T13:28:07.000Z,other,other,1,Kingston,US,OK,73439
7107628,https://www.boattrader.com/listing/1989-gibson-41-house-boat-103598373/,power,power-cruiser,Gibson,41 House Boat,1989,used,41,14,,2019-06-08T23:02:32.000Z,other,other,1,Rochester,US,MN,55901
7205458,https://www.boattrader.com/listing/2020-bennington-23ssbxpsg-103668005/,power,power-pontoon,Bennington,23SSBXPSG,2020,used,25,,,2019-09-04T23:22:28.000Z,other,other,1,Rochester,US,MN,55901
7235482,https://www.boattrader.com/listing/2020-atx-22-type-s-ghost-edition-on-order-103689736/,power,power-other,ATX,22 Type-S Ghost Edition - On Order,2020,new,22,,,2019-09-30T23:35:25.000Z,other,other,1,Kingston,US,OK,73439
7249203,https://www.boattrader.com/listing/2020-yamaha-boats-ar210-103699746/,power,power-cruiser,Yamaha Boats,AR210,2020,used,21,102,,2019-10-12T23:40:54.000Z,other,other,1,Rochester,US,MN,55901
7205457,https://www.boattrader.com/listing/2020-bennington-23ssnpxapgpsg-103668004/,power,power-pontoon,Bennington,23SSNPXAPGPSG,2020,used,25,,,2019-09-04T23:22:28.000Z,other,other,1,Rochester,US,MN,55901
7144036,https://www.boattrader.com/listing/1985-harbor-master-47-house-boat-103622209/,power,power-unspec,Harbor Master,47 House Boat,1985,used,47,146,,2019-07-10T23:31:04.000Z,other,other,1,Rochester,US,MN,55901
7239599,https://www.boattrader.com/listing/2020-yamaha-boats-ex-deluxe-103693038/,power,power-pwc,Yamaha Boats,EX Deluxe,2020,used,10,,,2019-10-03T23:33:01.000Z,other,other,1,Rochester,US,MN,55901
