id,url,type,boatClass,make,model,year,condition,length_ft,beam_ft,dryWeight_lb,created,hullMaterial,fuelType,numEngines,city,country,state,zip
7244880,https://www.boattrader.com/listing/2020-nitro-z20-pro-103696565/,power,power-bass,Nitro,Z20 Pro,2020,new,20.17,7.83,2000,2019-10-09T06:18:45.000Z,fiberglass,gasoline,1,Fort Smith,US,AR,72901
7163997,https://www.boattrader.com/listing/2009-chaparral-350-signature-103702044/,power,power-cruiser,Chaparral,350 Signature,2009,used,35,11.25,13400,2019-07-30T10:07:53.000Z,fiberglass,gasoline,2,League City,US,TX,77573
7003694,https://www.boattrader.com/listing/2007-sea-ray-310-sundancer-103548983/,power,power-expresscruiser,Sea Ray,310 Sundancer,2007,used,31,10.42,14000,2019-03-01T14:04:57.000Z,fiberglass,gasoline,2,League City,US,TX,77573
6941345,https://www.boattrader.com/listing/2020-c-hawk-16-center-console-103477018/,power,power-center,C-Hawk,"16' Center Console",2020,new,16,6.42,950,2018-12-19T12:39:11.000Z,fiberglass,gasoline,1,Ashland,US,VA,23005
6352388,https://www.boattrader.com/listing/2020-bayliner-vr6-bowrider-103141013/,power,power-bowrider,Bayliner,VR6 Bowrider,2020,new,22,8,,2017-08-30T09:17:42.000Z,fiberglass,gasoline,1,Ashland,US,VA,23005
7224641,https://www.boattrader.com/listing/2006-sailfish-2380-103681282/,power,power-saltfish,Sailfish,2380,2006,used,26,9,,2019-09-20T06:56:18.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
7248518,https://www.boattrader.com/listing/1987-rinker-v170-103699143/,power,power-bowrider,Rinker,V170,1987,used,16.5,7.17,,2019-10-11T16:11:59.000Z,fiberglass,gasoline,1,Traverse City,US,MI,49685
7089811,https://www.boattrader.com/listing/2020-tidewater-210-cc-adventure-103585052/,power,power-center,Tidewater,210 CC Adventure,2020,new,21,8.5,2300,2019-05-21T11:29:06.000Z,fiberglass,gasoline,1,Ashland,US,VA,23005
7143699,https://www.boattrader.com/listing/2002-four-winns-sundowner-205-103621964/,power,power-cuddy,Four Winns,Sundowner 205,2002,new,20,8,,2019-07-10T13:27:21.000Z,fiberglass,gasoline,1,Traverse City,US,MI,49685
6570477,https://www.boattrader.com/listing/2020-tidewater-232-cc-adventure-103217255/,power,power-center,Tidewater,232 CC Adventure,2020,new,23.66,8.83,,2017-12-29T08:00:38.000Z,fiberglass,gasoline,1,Ashland,US,VA,23005
7081404,https://www.boattrader.com/listing/2015-premier-ltd-225-ptx-sunsation-103578955/,power,power-pontoon,Premier,Ltd 225 Ptx Sunsation,2015,used,23,,,2019-05-13T20:02:12.000Z,aluminum,gasoline,1,ST CHARLES,US,IL,60174
6826268,https://www.boattrader.com/listing/2019-nitro-z21-pro-103400321/,power,power-bass,Nitro,Z21 Pro,2019,new,21.17,7.92,2150,2018-08-30T12:16:09.000Z,fiberglass,gasoline,1,Fort Smith,US,AR,72901
7246792,https://www.boattrader.com/listing/1985-bertram-special-express-103698570/,power,power-expresscruiser,Bertram,Special Express,1985,used,38,13.25,,2019-10-10T10:18:49.000Z,fiberglass,diesel,2,South Shore Long Island,US,NY,11772
7208578,https://www.boattrader.com/listing/2020-nitro-z19-pro-103669830/,power,power-bass,Nitro,Z19 Pro,2020,new,19.33,7.83,1850,2019-09-07T06:18:05.000Z,fiberglass,gasoline,1,Fort Smith,US,AR,72901
7193046,https://www.boattrader.com/listing/2020-yamaha-waverunner-fx-cruiser-svho-103657632/,power,power-pwc,Yamaha WaveRunner,FX Cruiser SVHO,2020,new,11,3,,2019-08-23T09:08:31.000Z,other,gasoline,1,Miami,US,FL,33142
7253218,https://www.boattrader.com/listing/2008-yamaha-boats-ar210-103702042/,power,power-runabout,Yamaha Boats,AR210,2008,used,21,8.5,,2019-10-16T20:31:31.000Z,fiberglass,gasoline,1,hollywood,US,FL,33019
7253217,https://www.boattrader.com/listing/1996-correct-craft-sport-nautique-103702041/,power,power-skiwake,Correct Craft,Sport Nautique,1996,used,21,7.58,,2019-10-16T20:25:55.000Z,fiberglass,gasoline,1,Fremont,US,IN,46737
7192929,https://www.boattrader.com/listing/2020-yamaha-waverunner-fx-svho-103657557/,power,power-pwc,Yamaha WaveRunner,FX SVHO,2020,new,11,3,,2019-08-23T08:10:19.000Z,other,gasoline,1,Miami,US,FL,33142
7164593,https://www.boattrader.com/listing/2006-sea-ray-240-sundeck-103636363/,power,power-deck,Sea Ray,240 Sundeck,2006,used,26,8.5,,2019-07-30T15:22:31.000Z,fiberglass,gasoline,0,Sunrise Beach,US,MO,65079
7251900,https://www.boattrader.com/listing/1995-sea-sport-2400-xl-103701208/,power,power-pilot,Sea Sport,2400 Xl,1995,used,24,8,,2019-10-15T19:57:13.000Z,fiberglass,gasoline,1,Camas,US,WA,98607
7149761,https://www.boattrader.com/listing/2007-four-winns-244-funship-103626135/,power,power-deck,Four Winns,244 Funship,2007,used,26,8.5,,2019-07-16T21:51:57.000Z,fiberglass,gasoline,0,Sunrise Beach,US,MO,65079
7131590,https://www.boattrader.com/listing/2008-sea-ray-240-sundeck-103613624/,power,power-runabout,Sea Ray,240 Sundeck,2008,used,26.33,8.5,4680,2019-06-28T11:15:26.000Z,fiberglass,gasoline,1,Sunrise Beach,US,MO,65079
7251907,https://www.boattrader.com/listing/2008-crownline-252-ex-103701214/,power,power-deck,Crownline,252 EX,2008,used,26,8.5,,2019-10-15T20:19:16.000Z,fiberglass,gasoline,1,Sunrise Beach,US,MO,65079
6954759,https://www.boattrader.com/listing/2011-crownline-275-ss-103486212/,power,power-bowrider,Crownline,275 SS,2011,used,27,8.5,5501,2019-01-11T13:33:05.000Z,fiberglass,gasoline,1,Sunrise Beach,US,MO,65079
7200083,https://www.boattrader.com/listing/2011-crownline-252-ex-103662982/,power,power-deck,Crownline,252 EX,2011,used,26,8.5,,2019-08-29T22:14:07.000Z,fiberglass,gasoline,0,Sunrise Beach,US,MO,65079
6870606,https://www.boattrader.com/listing/2012-crownline-275-ss-103432419/,power,power-bowrider,Crownline,275 SS,2012,used,27,8.5,,2018-10-09T21:48:59.000Z,fiberglass,gasoline,0,Sunrise Beach,US,MO,65079
7104264,https://www.boattrader.com/listing/2012-bennington-2550-rcl-103595966/,power,power-pontoon,Bennington,2550 RCL,2012,used,25,8.5,,2019-06-05T21:07:26.000Z,aluminum,gasoline,0,Sunrise Beach,US,MO,65079
7193109,https://www.boattrader.com/listing/2020-yamaha-waverunner-fx-limited-svho-103657687/,power,power-pwc,Yamaha WaveRunner,FX Limited SVHO,2020,new,10,3,,2019-08-23T09:43:39.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7215110,https://www.boattrader.com/listing/2009-chaparral-276-ssx-103674680/,power,power-bowrider,Chaparral,276 Ssx,2009,used,28,9,,2019-09-11T21:33:44.000Z,fiberglass,gasoline,0,Sunrise Beach,US,MO,65079
7253216,https://www.boattrader.com/listing/2014-custom-mb-sport-b52-103702040/,power,power-skiwake,Custom,MB Sport B52,2014,used,23.5,,,2019-10-16T20:23:13.000Z,fiberglass,,0,Kansas City,US,MO,64111
7235437,https://www.boattrader.com/listing/1999-contender-23-open-103689706/,power,power-center,Contender,23 Open,1999,used,23,,,2019-09-30T19:24:13.000Z,fiberglass,gasoline,1,West Palm Beach,US,FL,33405
7241813,https://www.boattrader.com/listing/2006-wellcraft-252-coastal-103694618/,power,power-saltfish,Wellcraft,252 Coastal,2006,used,24.33,8.75,,2019-10-06T08:51:46.000Z,fiberglass,gasoline,1,Marshfield ,US,MA,02020
7208449,https://www.boattrader.com/listing/2020-nitro-z19-pro-103669633/,power,power-bass,Nitro,Z19 Pro,2020,new,19.33,7.83,1850,2019-09-07T06:17:46.000Z,fiberglass,gasoline,1,Fort Smith,US,AR,72901
7208445,https://www.boattrader.com/listing/2020-nitro-z19-pro-103669656/,power,power-bass,Nitro,Z19 Pro,2020,new,19.33,7.83,1850,2019-09-07T06:17:45.000Z,fiberglass,gasoline,1,Fort Smith,US,AR,72901
7192956,https://www.boattrader.com/listing/2020-yamaha-waverunner-gp1800r-ho-103657574/,power,power-pwc,Yamaha WaveRunner,GP1800R HO,2020,new,11,3,,2019-08-23T08:23:18.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7193006,https://www.boattrader.com/listing/2020-yamaha-waverunner-ex-103657608/,power,power-pwc,Yamaha WaveRunner,EX,2020,new,10,3,,2019-08-23T08:47:26.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7181127,https://www.boattrader.com/listing/2015-albury-brothers-33-center-console-103649692/,power,power-center,Albury Brothers,33 Center Console,2015,used,33,11,,2019-08-13T07:54:13.000Z,fiberglass,gasoline,0,Seminole,US,FL,33772
7169394,https://www.boattrader.com/listing/2005-grady-white-express-330-103639944/,power,power-sportfish,Grady-White,Express 330,2005,used,33,,,2019-08-03T11:10:05.000Z,fiberglass,,0,hollywood,US,FL,33019
7253210,https://www.boattrader.com/listing/2017-carolina-skiff-20-jvx-cc-103702036/,power,power-center,Carolina Skiff,20 JVX CC,2017,used,20,6.5,,2019-10-16T19:58:59.000Z,other,gasoline,1,Saint Augustine,US,FL,32095
7192941,https://www.boattrader.com/listing/2020-yamaha-waverunner-gp1800r-svho-103657568/,power,power-pwc,Yamaha WaveRunner,GP1800R SVHO,2020,new,11,3,,2019-08-23T08:18:30.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7184153,https://www.boattrader.com/listing/1999-crest-superfish-103651852/,power,power-pontoon,Crest,superfish,1999,used,22,8.5,2060,2019-08-15T16:08:47.000Z,aluminum,gasoline,1,Niceville,US,FL,32578
6903664,https://www.boattrader.com/listing/2016-epic-23v-103454219/,power,power-skiwake,Epic,23V,2016,used,23,8.17,3900,2018-11-07T14:17:45.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
7220629,https://www.boattrader.com/listing/2005-larson-cabrio-330-103678470/,power,power-cruiser,Larson,Cabrio 330,2005,used,33,11.5,11400,2019-09-17T08:22:34.000Z,fiberglass,gasoline,2,Niceville,US,FL,32578
7190221,https://www.boattrader.com/listing/2019-sportsman-masters-207-103655689/,power,power-center,Sportsman,Masters 207,2019,new,20.33,8,2000,2019-08-21T09:23:55.000Z,other,gasoline,1,Saint Augustine,US,FL,32095
7110240,https://www.boattrader.com/listing/2019-key-west-250-bay-reef-103600175/,power,power-bay,Key West,250 Bay Reef,2019,new,25,8.5,2400,2019-06-11T14:57:28.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7193040,https://www.boattrader.com/listing/2020-yamaha-waverunner-fx-cruiser-ho-103657633/,power,power-pwc,Yamaha WaveRunner,FX Cruiser HO,2020,new,11,3,,2019-08-23T09:06:05.000Z,other,gasoline,1,Miami,US,FL,33142
7193865,https://www.boattrader.com/listing/2020-yamaha-waverunner-gp1800r-ho-103658325/,power,power-pwc,Yamaha WaveRunner,GP1800R HO,2020,new,11,3,,2019-08-23T14:26:34.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7142542,https://www.boattrader.com/listing/2020-nautique-super-air-nautique-gs24-103621190/,power,power-skiwake,Nautique,Super Air Nautique GS24,2020,new,24,8.33,5100,2019-07-09T13:44:02.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6961660,https://www.boattrader.com/listing/2019-crownline-264-cr-103492396/,power,power-cruiser,Crownline,264 CR,2019,new,26,8.5,7559,2019-01-18T12:39:34.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
6907953,https://www.boattrader.com/listing/2019-crevalle-26-open-103456693/,power,power-center,Crevalle,26 Open,2019,new,26,8.5,4000,2018-11-12T11:27:00.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
7159287,https://www.boattrader.com/listing/2020-beneteau-america-flyer-23-spacedeck-103632414/,power,power-center,Beneteau America,Flyer 23 Spacedeck,2020,new,23,8.17,4519,2019-07-26T06:59:55.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
7111613,https://www.boattrader.com/listing/2019-crownline-eclipse-e290-xss-103601157/,power,power-bowrider,Crownline,Eclipse E290 XSS,2019,new,29,8.5,,2019-06-12T16:46:16.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
7253207,https://www.boattrader.com/listing/2019-tidewater-252-cc-adventure-103702033/,power,power-center,Tidewater,252 CC Adventure,2019,new,25,9.25,,2019-10-16T19:39:43.000Z,other,gasoline,2,Saint Augustine,US,FL,32095
6985189,https://www.boattrader.com/listing/2019-crownline-eclipse-e285-xs-103506894/,power,power-deck,Crownline,Eclipse E285 XS,2019,new,28,8.5,5705,2019-02-11T12:54:17.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
6768463,https://www.boattrader.com/listing/2019-key-west-263-fs-103356643/,power,power-center,Key West,263 FS,2019,new,26,9.25,,2018-07-07T15:29:14.000Z,fiberglass,gasoline,2,Destin,US,FL,32541
6891716,https://www.boattrader.com/listing/2019-crownline-eclipse-e255-xs-103446856/,power,power-deck,Crownline,Eclipse E255 XS,2019,new,25,8.5,5271,2018-10-26T14:39:26.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7096907,https://www.boattrader.com/listing/2019-key-west-244-center-console-103590371/,power,power-center,Key West,244 Center Console,2019,new,24,9,3100,2019-05-29T08:34:36.000Z,fiberglass,gasoline,2,Niceville,US,FL,32578
7038891,https://www.boattrader.com/listing/2019-key-west-244-center-console-103545435/,power,power-center,Key West,244 Center Console,2019,new,24,9,3100,2019-04-04T09:33:10.000Z,fiberglass,gasoline,2,Niceville,US,FL,32578
7253208,https://www.boattrader.com/listing/2005-chaparral-280-ssi-103702032/,power,power-bowrider,Chaparral,280 SSi,2005,used,27.5,9.25,,2019-10-16T19:41:35.000Z,fiberglass,gasoline,1,Englewood,US,FL,34224
7201543,https://www.boattrader.com/listing/2020-beneteau-america-antares-21-103664002/,power,power-cruiser,Beneteau America,Antares 21,2020,new,24.5,8.17,3639,2019-08-31T09:33:27.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
7109268,https://www.boattrader.com/listing/2019-key-west-239-fs-103599518/,power,power-center,Key West,239 FS,2019,new,23,8.5,2700,2019-06-10T20:56:13.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6845455,https://www.boattrader.com/listing/2001-beneteau-361-103418083/,sail,sail-cruiser,Beneteau,361,2001,used,36,12.5,,2018-09-16T15:59:42.000Z,fiberglass,diesel,1,Branford,US,CT,06405
7192962,https://www.boattrader.com/listing/2020-yamaha-waverunner-vx-103657575/,power,power-pwc,Yamaha WaveRunner,VX,2020,new,11,3,,2019-08-23T08:25:42.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7039021,https://www.boattrader.com/listing/2019-key-west-250-bay-reef-103545653/,power,power-bay,Key West,250 Bay Reef,2019,new,25,8.5,,2019-04-04T11:15:52.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7111651,https://www.boattrader.com/listing/2019-crownline-eclipse-e235-xs-103601189/,power,power-deck,Crownline,Eclipse E235 XS,2019,new,23,8.5,4503,2019-06-12T17:18:27.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
6994229,https://www.boattrader.com/listing/2011-regal-38-express-103512655/,power,power-motor,Regal,38 Express,2011,used,38,12.17,15200,2019-02-20T20:05:52.000Z,fiberglass,gasoline,2,Boston,US,MA,02101
7094236,https://www.boattrader.com/listing/2019-key-west-230-bay-reef-103588517/,power,power-center,Key West,230 Bay Reef,2019,new,23,8.5,,2019-05-25T06:56:23.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7109261,https://www.boattrader.com/listing/2019-key-west-219-fs-103599516/,power,power-center,Key West,219 FS,2019,new,21,8.5,2250,2019-06-10T20:27:44.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7110177,https://www.boattrader.com/listing/2019-key-west-210-bay-reef-103600133/,power,power-bay,Key West,210 Bay Reef,2019,new,21,8,1900,2019-06-11T14:14:59.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6947625,https://www.boattrader.com/listing/2019-crownline-eclipse-e205-xs-103481452/,power,power-deck,Crownline,Eclipse E205 XS,2019,new,20,8.5,3728,2019-01-03T14:59:14.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7192932,https://www.boattrader.com/listing/2020-yamaha-waverunner-vx-cruiser-ho-103657563/,power,power-pwc,Yamaha WaveRunner,VX Cruiser HO,2020,new,11,3,,2019-08-23T08:13:27.000Z,other,gasoline,1,Miami,US,FL,33142
7253206,https://www.boattrader.com/listing/2019-mastercraft-x-45-103702034/,power,power-skiwake,Mastercraft,X-45,2019,used,24.5,,,2019-10-16T19:38:18.000Z,fiberglass,gasoline,1,Lake of the Ozarks,US,MO,65049
6970472,https://www.boattrader.com/listing/2019-crownline-eclipse-e205-xs-103497186/,power,power-deck,Crownline,Eclipse E205 XS,2019,new,20,8.5,3728,2019-01-28T09:30:02.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
7057790,https://www.boattrader.com/listing/2019-crownline-eclipse-e205-xs-103559677/,power,power-deck,Crownline,Eclipse E205 XS,2019,new,20,8.5,3728,2019-04-21T19:25:15.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
7200944,https://www.boattrader.com/listing/2005-regal-2665-commodore-103663566/,power,power-cruiser,Regal,2665 Commodore,2005,used,29.17,8.5,,2019-08-30T14:22:38.000Z,fiberglass,gasoline,1,Hudson,US,FL,34667
7110974,https://www.boattrader.com/listing/2019-key-west-210-bay-reef-103600677/,power,power-bay,Key West,210 Bay Reef,2019,new,21,8,1900,2019-06-12T10:04:11.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6817663,https://www.boattrader.com/listing/2019-crownline-e215-xs-103394572/,power,power-deck,Crownline,E215 XS,2019,new,21,8.5,4000,2018-08-22T15:17:47.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
7111654,https://www.boattrader.com/listing/2019-key-west-203-dfs-103601194/,power,power-dualconsole,Key West,203 DFS,2019,new,20,8,1950,2019-06-12T17:27:03.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7193036,https://www.boattrader.com/listing/2020-yamaha-waverunner-ex-deluxe-103657626/,power,power-pwc,Yamaha WaveRunner,EX Deluxe,2020,new,11,3,,2019-08-23T09:03:37.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7109258,https://www.boattrader.com/listing/2019-key-west-203-dfs-103599513/,power,power-dualconsole,Key West,203 DFS,2019,new,20,8,1950,2019-06-10T20:13:21.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7252865,https://www.boattrader.com/listing/2016-boston-whaler-370-outrage-103702035/,power,power-center,Boston Whaler,370 Outrage,2016,used,37,11.5,13500,2019-10-16T13:04:12.000Z,fiberglass,gasoline,3,Fort Myers,US,FL,33908
7206738,https://www.boattrader.com/listing/2002-monterey-190-ls-montura-103668891/,power,power-bowrider,Monterey,190 Ls Montura,2002,used,19,,,2019-09-05T19:32:17.000Z,fiberglass,gasoline,1,Parker,US,AZ,85344
6957599,https://www.boattrader.com/listing/2019-carolina-skiff-198dlv-103487896/,power,power-skiff,Carolina Skiff,198dlv,2019,new,19,96,,2019-01-15T18:13:53.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
6956675,https://www.boattrader.com/listing/2019-carolina-skiff-258dlv-103487325/,power,power-skiff,Carolina Skiff,258DLV,2019,new,25,96,,2019-01-14T18:42:03.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
7142187,https://www.boattrader.com/listing/2020-nautique-super-air-nautique-g25-103621012/,power,power-skiwake,Nautique,Super Air Nautique G25,2020,new,25,8.5,6400,2019-07-09T09:53:57.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7193033,https://www.boattrader.com/listing/2020-yamaha-waverunner-ex-deluxe-103657624/,power,power-pwc,Yamaha WaveRunner,EX Deluxe,2020,new,10,3,,2019-08-23T09:01:26.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7220678,https://www.boattrader.com/listing/2020-finseeker-220-cc-103678502/,power,power-center,Finseeker,220 CC,2020,new,22,8.5,,2019-09-17T08:54:03.000Z,fiberglass,gasoline,1,Orange Beach,US,AL,36561
7183508,https://www.boattrader.com/listing/2020-sea-pro-248-bay-103651401/,power,power-bay,Sea Pro,248 Bay,2020,new,24,8.75,3000,2019-08-15T08:27:18.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7187485,https://www.boattrader.com/listing/2020-sea-pro-228-bay-103655925/,power,power-bay,Sea Pro,228 Bay,2020,new,22,8.33,2325,2019-08-19T12:39:25.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7183433,https://www.boattrader.com/listing/2020-sea-pro-259-center-console-103651353/,power,power-center,Sea Pro,259 Center Console,2020,new,25,9.33,4850,2019-08-15T07:45:37.000Z,fiberglass,gasoline,2,Niceville,US,FL,32578
7109913,https://www.boattrader.com/listing/2019-sea-pro-259-center-console-103599910/,power,power-center,Sea Pro,259 Center Console,2019,new,25,9.33,4850,2019-06-11T11:26:10.000Z,fiberglass,gasoline,2,Niceville,US,FL,32578
7192922,https://www.boattrader.com/listing/2020-yamaha-waverunner-vx-limited-103657553/,power,power-pwc,Yamaha WaveRunner,VX Limited,2020,new,11,3,,2019-08-23T08:05:11.000Z,other,gasoline,1,Miami,US,FL,33142
6939149,https://www.boattrader.com/listing/2019-sea-pro-208-bay-103474952/,power,power-bay,Sea Pro,208 Bay,2019,new,20,8.33,2250,2018-12-17T08:05:00.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6939242,https://www.boattrader.com/listing/2019-sea-pro-172-bay-103475430/,power,power-bay,Sea Pro,172 Bay,2019,new,17,7.25,1000,2018-12-17T09:24:08.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6926813,https://www.boattrader.com/listing/2019-starcraft-1915-ob-103467774/,power,power-deck,Starcraft,1915 Ob,2019,new,19,102,,2018-12-03T18:11:20.000Z,fiberglass,other,1,Lincolnton,US,GA,30817
7253203,https://www.boattrader.com/listing/2008-maxum-2900-se-103702029/,power,power-cruiser,Maxum,2900 SE,2008,used,30,9.92,,2019-10-16T19:18:59.000Z,fiberglass,gasoline,2,Grand Island,US,NY,14072
7203356,https://www.boattrader.com/listing/2007-yamaha-boats-t9-9elr2-103666490/,power,power-pontoon,Yamaha Boats,T9.9ELR2,2007,new,20,,,2019-09-03T11:05:30.000Z,other,other,1,Waterville,US,ME,04901
7203338,https://www.boattrader.com/listing/2008-yamaha-boats-25-elr-103666475/,power,power-pontoon,Yamaha Boats,25 ELR,2008,new,20,,,2019-09-03T11:05:28.000Z,other,other,1,Waterville,US,ME,04901
7211771,https://www.boattrader.com/listing/1999-honda-bf50lrta-103671365/,power,power-pontoon,Honda,BF50LRTA,1999,new,20,,,2019-09-09T17:06:47.000Z,other,other,1,Waterville,US,ME,04901
7211207,https://www.boattrader.com/listing/2019-axis-t22-103670901/,power,power-skiwake,Axis,T22,2019,used,22,,,2019-09-09T13:26:56.000Z,other,other,1,Walloon Lake,US,MI,49796
7203344,https://www.boattrader.com/listing/2015-trailmaster-b186-103666511/,power,power-pontoon,Trailmaster,B186,2015,new,20,,,2019-09-03T11:05:29.000Z,other,other,1,Waterville,US,ME,04901
7152152,https://www.boattrader.com/listing/2020-g3-x-324-ss-103627782/,power,power-pontoon,G3,X 324 SS,2020,new,23,,,2019-07-18T16:45:32.000Z,other,other,1,Pensacola,US,FL,32507
7042841,https://www.boattrader.com/listing/2019-nauticstar-20-xs-103548200/,power,power-center,NauticStar,20 XS,2019,new,20,,,2019-04-08T13:26:37.000Z,other,other,1,Pensacola,US,FL,32507
7146452,https://www.boattrader.com/listing/2020-g3-v-324-rc-103623826/,power,power-pontoon,G3,V 324 RC,2020,new,23,,,2019-07-12T16:46:36.000Z,other,other,1,Pensacola,US,FL,32507
7230404,https://www.boattrader.com/listing/2020-nauticstar-203-dc-103685197/,power,power-deck,NauticStar,203 DC,2020,new,20,,,2019-09-25T16:57:09.000Z,other,other,1,Pensacola,US,FL,32507
7169867,https://www.boattrader.com/listing/2020-nauticstar-193-sc-103640273/,power,power-sportfish,NauticStar,193 SC,2020,new,18,,,2019-08-04T16:46:39.000Z,other,other,1,Pensacola,US,FL,32507
6924768,https://www.boattrader.com/listing/2019-sea-pro-208-bay-103466384/,power,power-bay,Sea Pro,208 Bay,2019,new,20,8.33,2250,2018-11-30T12:31:59.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
7109887,https://www.boattrader.com/listing/2019-hurricane-sundeck-2690-ob-103600104/,power,power-deck,Hurricane,SunDeck 2690 OB,2019,new,26.33,9,4475,2019-06-11T11:12:11.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7089626,https://www.boattrader.com/listing/2019-hurricane-sundeck-187-ob-103584890/,power,power-deck,Hurricane,SunDeck 187 OB,2019,new,18,8.42,2600,2019-05-21T09:42:45.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7192977,https://www.boattrader.com/listing/2020-yamaha-waverunner-vx-deluxe-103657586/,power,power-pwc,Yamaha WaveRunner,VX Deluxe,2020,new,11,3,,2019-08-23T08:30:55.000Z,fiberglass,gasoline,1,Miami,US,FL,33142
7075085,https://www.boattrader.com/listing/2019-hurricane-sundeck-187-ob-103574102/,power,power-deck,Hurricane,SunDeck 187 OB,2019,new,18,8.42,2600,2019-05-07T12:57:05.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7060916,https://www.boattrader.com/listing/2019-hurricane-fundeck-236-ob-103562178/,power,power-deck,Hurricane,FunDeck 236 OB,2019,new,23,8.5,3350,2019-04-24T07:17:15.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7066541,https://www.boattrader.com/listing/2019-hurricane-sundeck-2410-ob-103566341/,power,power-deck,Hurricane,SunDeck 2410 OB,2019,new,24,8.5,3735,2019-04-29T15:29:04.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7060942,https://www.boattrader.com/listing/2019-hurricane-fundeck-216-ob-103562190/,power,power-deck,Hurricane,FunDeck 216 OB,2019,new,21,8.5,2900,2019-04-24T07:32:30.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7192926,https://www.boattrader.com/listing/2020-yamaha-waverunner-vx-deluxe-103657556/,power,power-pwc,Yamaha WaveRunner,VX Deluxe,2020,new,11,3,,2019-08-23T08:07:54.000Z,other,gasoline,1,Miami,US,FL,33142
7060176,https://www.boattrader.com/listing/2019-hurricane-sundeck-sport-192-rl-ob-103561606/,power,power-deck,Hurricane,SunDeck Sport 192 RL OB,2019,new,19,8.42,2400,2019-04-23T15:26:11.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
7074976,https://www.boattrader.com/listing/2019-hurricane-sundeck-sport-220-ob-103574020/,power,power-deck,Hurricane,SunDeck Sport 220 OB,2019,new,22,8.5,3050,2019-05-07T11:46:37.000Z,fiberglass,gasoline,1,Destin,US,FL,32541
6783439,https://www.boattrader.com/listing/2019-hurricane-sundeck-187-ob-103369641/,power,power-deck,Hurricane,SunDeck 187 OB,2019,new,18,8.42,2600,2018-07-23T09:13:16.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6820068,https://www.boattrader.com/listing/2019-hurricane-sundeck-2400-ob-103396198/,power,power-deck,Hurricane,SunDeck 2400 OB,2019,new,24,8.5,3735,2018-08-24T16:02:11.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
6819511,https://www.boattrader.com/listing/2019-hurricane-sundeck-2400-ob-103395767/,power,power-deck,Hurricane,SunDeck 2400 OB,2019,new,24,8.5,3735,2018-08-24T10:25:15.000Z,fiberglass,gasoline,1,Niceville,US,FL,32578
